"Pre-campaign expenditure";"Pre-campaign visits";"Total number of visits";"Total spend";"52 Mosaic Groups";"Mosaic Bands";"Year Of Birth";"Age";"Response to campaign"
57.0;3.0;3.0;57.0;31.0;7.0;1949.0;45.0;"Non-responder"
61.0;1.0;1.0;61.0;1.0;1.0;1949.0;45.0;"Non-responder"
79.0;2.0;2.0;79.0;9.0;3.0;1949.0;45.0;"Non-responder"
56.0;4.0;4.0;56.0;43.0;10.0;1949.0;45.0;"Non-responder"
82.0;3.0;3.0;82.0;3.0;1.0;1949.0;45.0;"Non-responder"
55.0;2.0;2.0;55.0;8.0;2.0;1949.0;45.0;"Non-responder"
51.0;8.0;8.0;51.0;39.0;9.0;1949.0;45.0;"Non-responder"
87.0;1.0;1.0;87.0;4.0;1.0;1949.0;45.0;"Non-responder"
56.0;1.0;1.0;56.0;39.0;9.0;1949.0;45.0;"Non-responder"
66.0;2.0;2.0;66.0;13.0;4.0;1949.0;45.0;"Non-responder"
78.0;2.0;2.0;78.0;10.0;3.0;1949.0;45.0;"Non-responder"
55.0;2.0;2.0;55.0;3.0;1.0;1949.0;45.0;"Non-responder"
807.0;44.0;81.0;1587.0;30.0;7.0;1949.0;45.0;"Responder"
165.0;17.0;19.0;197.0;8.0;2.0;1949.0;45.0;"Responder"
123.0;6.0;7.0;132.0;8.0;2.0;1949.0;45.0;"Responder"
78.0;9.0;12.0;112.0;40.0;9.0;1949.0;45.0;"Responder"
83.0;2.0;5.0;103.0;30.0;7.0;1949.0;45.0;"Responder"
106.0;8.0;10.0;122.0;3.0;1.0;1949.0;45.0;"Responder"
78.0;3.0;5.0;93.0;37.0;9.0;1949.0;45.0;"Responder"
71.0;7.0;8.0;108.0;50.0;11.0;1949.0;45.0;"Responder"
58.0;9.0;10.0;61.0;44.0;10.0;1949.0;45.0;"Responder"
42.0;6.0;7.0;54.0;32.0;7.0;1949.0;45.0;"Responder"
59.0;2.0;3.0;72.0;8.0;2.0;1949.0;45.0;"Responder"
82.0;2.0;4.0;116.0;30.0;7.0;1949.0;45.0;"Responder"
145.0;10.0;10.0;145.0;10.0;3.0;1949.0;45.0;"Non-responder"
115.0;5.0;5.0;115.0;3.0;1.0;1949.0;45.0;"Non-responder"
137.0;2.0;2.0;137.0;38.0;9.0;1949.0;45.0;"Non-responder"
55.0;2.0;2.0;55.0;3.0;1.0;1949.0;45.0;"Non-responder"
54.0;1.0;1.0;54.0;9.0;3.0;1949.0;45.0;"Non-responder"
63.0;6.0;6.0;63.0;31.0;7.0;1949.0;45.0;"Non-responder"
75.0;4.0;4.0;75.0;24.0;6.0;1949.0;45.0;"Non-responder"
83.0;1.0;1.0;83.0;13.0;4.0;1949.0;45.0;"Non-responder"
54.0;2.0;2.0;54.0;4.0;1.0;1949.0;45.0;"Non-responder"
58.0;3.0;3.0;58.0;44.0;10.0;1949.0;45.0;"Non-responder"
90.0;4.0;4.0;90.0;12.0;3.0;1949.0;45.0;"Non-responder"
58.0;4.0;4.0;58.0;16.0;4.0;1949.0;45.0;"Non-responder"
76.0;2.0;2.0;76.0;5.0;1.0;1949.0;45.0;"Non-responder"
90.0;4.0;4.0;90.0;7.0;2.0;1949.0;45.0;"Non-responder"
71.0;4.0;4.0;71.0;7.0;2.0;1949.0;45.0;"Non-responder"
64.0;2.0;2.0;64.0;1.0;1.0;1949.0;45.0;"Non-responder"
94.0;8.0;8.0;94.0;3.0;1.0;1949.0;45.0;"Non-responder"
75.0;2.0;2.0;75.0;3.0;1.0;1949.0;45.0;"Non-responder"
70.0;1.0;1.0;70.0;33.0;8.0;1949.0;45.0;"Non-responder"
65.0;3.0;3.0;65.0;7.0;2.0;1949.0;45.0;"Non-responder"
94.0;3.0;3.0;94.0;29.0;6.0;1949.0;45.0;"Non-responder"
86.0;6.0;6.0;86.0;10.0;3.0;1949.0;45.0;"Non-responder"
62.0;3.0;3.0;62.0;3.0;1.0;1949.0;45.0;"Non-responder"
92.0;4.0;4.0;92.0;7.0;2.0;1949.0;45.0;"Non-responder"
69.0;2.0;2.0;69.0;1.0;1.0;1949.0;45.0;"Non-responder"
78.0;2.0;2.0;78.0;12.0;3.0;1949.0;45.0;"Non-responder"
61.0;6.0;6.0;61.0;10.0;3.0;1949.0;45.0;"Non-responder"
90.0;3.0;4.0;139.0;31.0;7.0;1948.0;46.0;"Responder"
83.0;7.0;9.0;129.0;44.0;10.0;1948.0;46.0;"Responder"
12.0;1.0;2.0;25.0;6.0;2.0;1948.0;46.0;"Responder"
57.0;3.0;4.0;76.0;47.0;11.0;1948.0;46.0;"Responder"
62.0;8.0;8.0;62.0;44.0;10.0;1948.0;46.0;"Non-responder"
94.0;2.0;2.0;94.0;3.0;1.0;1948.0;46.0;"Non-responder"
88.0;1.0;1.0;88.0;6.0;2.0;1948.0;46.0;"Non-responder"
95.0;1.0;1.0;95.0;1.0;1.0;1948.0;46.0;"Non-responder"
64.0;5.0;5.0;64.0;29.0;6.0;1948.0;46.0;"Non-responder"
83.0;2.0;2.0;83.0;28.0;6.0;1948.0;46.0;"Non-responder"
60.0;4.0;4.0;60.0;31.0;7.0;1948.0;46.0;"Non-responder"
99.0;1.0;1.0;99.0;10.0;3.0;1948.0;46.0;"Non-responder"
62.0;1.0;1.0;62.0;6.0;2.0;1948.0;46.0;"Non-responder"
56.0;2.0;2.0;56.0;31.0;7.0;1948.0;46.0;"Non-responder"
88.0;2.0;2.0;88.0;3.0;1.0;1948.0;46.0;"Non-responder"
51.0;1.0;1.0;51.0;9.0;3.0;1948.0;46.0;"Non-responder"
82.0;1.0;1.0;82.0;32.0;7.0;1948.0;46.0;"Non-responder"
527.0;43.0;45.0;547.0;10.0;3.0;1948.0;46.0;"Responder"
96.0;14.0;15.0;108.0;5.0;1.0;1948.0;46.0;"Responder"
96.0;1.0;2.0;101.0;42.0;10.0;1948.0;46.0;"Responder"
90.0;9.0;17.0;223.0;46.0;11.0;1948.0;46.0;"Responder"
50.0;5.0;6.0;56.0;8.0;2.0;1948.0;46.0;"Responder"
54.0;6.0;10.0;102.0;10.0;3.0;1948.0;46.0;"Responder"
80.0;4.0;10.0;244.0;9.0;3.0;1948.0;46.0;"Responder"
96.0;5.0;10.0;179.0;17.0;4.0;1948.0;46.0;"Responder"
93.0;2.0;2.0;93.0;2.0;1.0;1948.0;46.0;"Non-responder"
129.0;9.0;9.0;129.0;9.0;3.0;1948.0;46.0;"Non-responder"
78.0;6.0;6.0;78.0;30.0;7.0;1948.0;46.0;"Non-responder"
57.0;2.0;2.0;57.0;13.0;4.0;1948.0;46.0;"Non-responder"
55.0;4.0;4.0;55.0;6.0;2.0;1948.0;46.0;"Non-responder"
100.0;4.0;4.0;100.0;44.0;10.0;1948.0;46.0;"Non-responder"
65.0;3.0;3.0;65.0;34.0;8.0;1948.0;46.0;"Non-responder"
68.0;2.0;2.0;68.0;31.0;7.0;1948.0;46.0;"Non-responder"
55.0;2.0;2.0;55.0;32.0;7.0;1948.0;46.0;"Non-responder"
86.0;3.0;3.0;86.0;8.0;2.0;1948.0;46.0;"Non-responder"
31.0;2.0;2.0;31.0;3.0;1.0;1948.0;46.0;"Non-responder"
56.0;5.0;5.0;56.0;1.0;1.0;1948.0;46.0;"Non-responder"
22.0;1.0;1.0;22.0;11.0;3.0;1948.0;46.0;"Non-responder"
33.0;1.0;1.0;33.0;4.0;1.0;1948.0;46.0;"Non-responder"
78.0;1.0;1.0;78.0;10.0;3.0;1948.0;46.0;"Non-responder"
75.0;7.0;7.0;75.0;30.0;7.0;1948.0;46.0;"Non-responder"
67.0;2.0;2.0;67.0;3.0;1.0;1948.0;46.0;"Non-responder"
72.0;1.0;1.0;72.0;3.0;1.0;1948.0;46.0;"Non-responder"
55.0;2.0;2.0;55.0;1.0;1.0;1948.0;46.0;"Non-responder"
55.0;3.0;3.0;55.0;11.0;3.0;1948.0;46.0;"Non-responder"
74.0;5.0;5.0;74.0;6.0;2.0;1948.0;46.0;"Non-responder"
99.0;5.0;7.0;153.0;17.0;4.0;1947.0;47.0;"Responder"
51.0;2.0;5.0;132.0;3.0;1.0;1947.0;47.0;"Responder"
52.0;3.0;5.0;60.0;40.0;9.0;1947.0;47.0;"Responder"
17.0;2.0;3.0;38.0;2.0;1.0;1947.0;47.0;"Responder"
53.0;3.0;5.0;53.0;9.0;3.0;1947.0;47.0;"Responder"
94.0;1.0;1.0;94.0;4.0;1.0;1947.0;47.0;"Non-responder"
57.0;8.0;8.0;57.0;3.0;1.0;1947.0;47.0;"Non-responder"
84.0;1.0;1.0;84.0;47.0;11.0;1947.0;47.0;"Non-responder"
75.0;1.0;1.0;75.0;13.0;4.0;1947.0;47.0;"Non-responder"
69.0;1.0;1.0;69.0;8.0;2.0;1947.0;47.0;"Non-responder"
55.0;1.0;1.0;55.0;32.0;7.0;1947.0;47.0;"Non-responder"
57.0;5.0;5.0;57.0;10.0;3.0;1947.0;47.0;"Non-responder"
94.0;1.0;1.0;94.0;31.0;7.0;1947.0;47.0;"Non-responder"
62.0;3.0;3.0;62.0;10.0;3.0;1947.0;47.0;"Non-responder"
95.0;1.0;1.0;95.0;26.0;6.0;1947.0;47.0;"Non-responder"
80.0;5.0;5.0;80.0;12.0;3.0;1947.0;47.0;"Non-responder"
78.0;2.0;2.0;78.0;2.0;1.0;1947.0;47.0;"Non-responder"
95.0;9.0;9.0;95.0;16.0;4.0;1947.0;47.0;"Non-responder"
57.0;1.0;1.0;57.0;10.0;3.0;1947.0;47.0;"Non-responder"
73.0;2.0;2.0;73.0;6.0;2.0;1947.0;47.0;"Non-responder"
61.0;2.0;2.0;61.0;8.0;2.0;1947.0;47.0;"Non-responder"
31.0;6.0;7.0;36.0;44.0;10.0;1947.0;47.0;"Responder"
818.0;50.0;74.0;1404.0;45.0;11.0;1947.0;47.0;"Responder"
457.0;44.0;50.0;629.0;3.0;1.0;1947.0;47.0;"Responder"
449.0;20.0;27.0;555.0;31.0;7.0;1947.0;47.0;"Responder"
502.0;31.0;34.0;529.0;31.0;7.0;1947.0;47.0;"Responder"
433.0;30.0;37.0;485.0;13.0;4.0;1947.0;47.0;"Responder"
284.0;11.0;17.0;339.0;31.0;7.0;1947.0;47.0;"Responder"
531.0;24.0;27.0;593.0;1.0;1.0;1947.0;47.0;"Responder"
266.0;16.0;24.0;347.0;44.0;10.0;1947.0;47.0;"Responder"
173.0;11.0;16.0;223.0;11.0;3.0;1947.0;47.0;"Responder"
53.0;2.0;4.0;79.0;30.0;7.0;1947.0;47.0;"Responder"
75.0;14.0;16.0;87.0;44.0;10.0;1947.0;47.0;"Responder"
65.0;5.0;11.0;232.0;10.0;3.0;1947.0;47.0;"Responder"
73.0;10.0;12.0;225.0;6.0;2.0;1947.0;47.0;"Responder"
83.0;7.0;8.0;94.0;30.0;7.0;1947.0;47.0;"Responder"
86.0;3.0;4.0;96.0;15.0;4.0;1947.0;47.0;"Responder"
24.0;3.0;4.0;47.0;3.0;1.0;1947.0;47.0;"Responder"
72.0;22.0;23.0;73.0;30.0;7.0;1947.0;47.0;"Responder"
68.0;8.0;9.0;82.0;4.0;1.0;1947.0;47.0;"Responder"
73.0;2.0;4.0;272.0;5.0;1.0;1947.0;47.0;"Responder"
87.0;6.0;7.0;94.0;6.0;2.0;1947.0;47.0;"Responder"
84.0;7.0;8.0;88.0;9.0;3.0;1947.0;47.0;"Responder"
77.0;3.0;4.0;227.0;2.0;1.0;1947.0;47.0;"Responder"
79.0;8.0;11.0;115.0;3.0;1.0;1947.0;47.0;"Responder"
120.0;3.0;3.0;120.0;44.0;10.0;1947.0;47.0;"Non-responder"
528.0;14.0;14.0;528.0;3.0;1.0;1947.0;47.0;"Non-responder"
60.0;1.0;1.0;60.0;2.0;1.0;1947.0;47.0;"Non-responder"
70.0;2.0;2.0;70.0;5.0;1.0;1947.0;47.0;"Non-responder"
56.0;1.0;1.0;56.0;15.0;4.0;1947.0;47.0;"Non-responder"
63.0;2.0;2.0;63.0;23.0;5.0;1947.0;47.0;"Non-responder"
57.0;1.0;1.0;57.0;12.0;3.0;1947.0;47.0;"Non-responder"
66.0;4.0;4.0;66.0;32.0;7.0;1947.0;47.0;"Non-responder"
83.0;2.0;2.0;83.0;1.0;1.0;1947.0;47.0;"Non-responder"
125.0;5.0;5.0;125.0;43.0;10.0;1947.0;47.0;"Non-responder"
65.0;4.0;4.0;65.0;12.0;3.0;1947.0;47.0;"Non-responder"
58.0;1.0;1.0;58.0;20.0;5.0;1947.0;47.0;"Non-responder"
40.0;3.0;3.0;40.0;30.0;7.0;1947.0;47.0;"Non-responder"
68.0;1.0;1.0;68.0;44.0;10.0;1947.0;47.0;"Non-responder"
86.0;8.0;8.0;86.0;30.0;7.0;1947.0;47.0;"Non-responder"
101.0;2.0;2.0;101.0;1.0;1.0;1947.0;47.0;"Non-responder"
71.0;1.0;1.0;71.0;15.0;4.0;1947.0;47.0;"Non-responder"
52.0;2.0;2.0;52.0;40.0;9.0;1947.0;47.0;"Non-responder"
90.0;1.0;1.0;90.0;29.0;6.0;1947.0;47.0;"Non-responder"
62.0;2.0;2.0;62.0;41.0;10.0;1947.0;47.0;"Non-responder"
88.0;2.0;2.0;88.0;36.0;8.0;1947.0;47.0;"Non-responder"
74.0;7.0;7.0;74.0;8.0;2.0;1947.0;47.0;"Non-responder"
57.0;1.0;1.0;57.0;12.0;3.0;1947.0;47.0;"Non-responder"
62.0;1.0;1.0;62.0;30.0;7.0;1947.0;47.0;"Non-responder"
78.0;2.0;2.0;78.0;32.0;7.0;1947.0;47.0;"Non-responder"
65.0;1.0;1.0;65.0;4.0;1.0;1947.0;47.0;"Non-responder"
20.0;2.0;2.0;20.0;4.0;1.0;1947.0;47.0;"Non-responder"
78.0;4.0;4.0;78.0;9.0;3.0;1947.0;47.0;"Non-responder"
30.0;1.0;1.0;30.0;10.0;3.0;1947.0;47.0;"Non-responder"
362.0;11.0;14.0;393.0;8.0;2.0;1946.0;48.0;"Responder"
32.0;1.0;2.0;38.0;17.0;4.0;1946.0;48.0;"Responder"
58.0;4.0;7.0;150.0;2.0;1.0;1946.0;48.0;"Responder"
78.0;11.0;13.0;90.0;29.0;6.0;1946.0;48.0;"Responder"
51.0;3.0;3.0;51.0;31.0;7.0;1946.0;48.0;"Non-responder"
52.0;1.0;1.0;52.0;9.0;3.0;1946.0;48.0;"Non-responder"
85.0;5.0;5.0;85.0;11.0;3.0;1946.0;48.0;"Non-responder"
90.0;1.0;1.0;90.0;12.0;3.0;1946.0;48.0;"Non-responder"
86.0;2.0;2.0;86.0;9.0;3.0;1946.0;48.0;"Non-responder"
68.0;2.0;2.0;68.0;9.0;3.0;1946.0;48.0;"Non-responder"
85.0;3.0;3.0;85.0;5.0;1.0;1946.0;48.0;"Non-responder"
51.0;1.0;1.0;51.0;7.0;2.0;1946.0;48.0;"Non-responder"
47.0;5.0;5.0;47.0;13.0;4.0;1946.0;48.0;"Non-responder"
90.0;1.0;1.0;90.0;10.0;3.0;1946.0;48.0;"Non-responder"
53.0;1.0;1.0;53.0;37.0;9.0;1946.0;48.0;"Non-responder"
74.0;2.0;2.0;74.0;28.0;6.0;1946.0;48.0;"Non-responder"
68.0;1.0;1.0;68.0;17.0;4.0;1946.0;48.0;"Non-responder"
527.0;24.0;29.0;548.0;8.0;2.0;1946.0;48.0;"Responder"
1299.0;57.0;75.0;1787.0;15.0;4.0;1946.0;48.0;"Responder"
796.0;32.0;33.0;839.0;5.0;1.0;1946.0;48.0;"Responder"
93.0;6.0;8.0;122.0;3.0;1.0;1946.0;48.0;"Responder"
221.0;21.0;25.0;268.0;1.0;1.0;1946.0;48.0;"Responder"
53.0;3.0;5.0;73.0;7.0;2.0;1946.0;48.0;"Responder"
191.0;22.0;23.0;209.0;9.0;3.0;1946.0;48.0;"Responder"
55.0;9.0;12.0;79.0;8.0;2.0;1946.0;48.0;"Responder"
108.0;7.0;9.0;190.0;42.0;10.0;1946.0;48.0;"Responder"
125.0;6.0;17.0;574.0;43.0;10.0;1946.0;48.0;"Responder"
66.0;7.0;8.0;71.0;41.0;10.0;1946.0;48.0;"Responder"
82.0;6.0;8.0;197.0;14.0;4.0;1946.0;48.0;"Responder"
77.0;2.0;4.0;97.0;2.0;1.0;1946.0;48.0;"Responder"
78.0;1.0;3.0;78.0;24.0;6.0;1946.0;48.0;"Responder"
98.0;9.0;11.0;108.0;6.0;2.0;1946.0;48.0;"Responder"
102.0;7.0;8.0;112.0;9.0;3.0;1946.0;48.0;"Responder"
19.0;1.0;2.0;23.0;36.0;8.0;1946.0;48.0;"Responder"
87.0;8.0;9.0;93.0;9.0;3.0;1946.0;48.0;"Responder"
104.0;4.0;5.0;124.0;2.0;1.0;1946.0;48.0;"Responder"
84.0;3.0;5.0;123.0;44.0;10.0;1946.0;48.0;"Responder"
57.0;3.0;3.0;57.0;8.0;2.0;1946.0;48.0;"Non-responder"
52.0;1.0;1.0;52.0;3.0;1.0;1946.0;48.0;"Non-responder"
309.0;20.0;20.0;309.0;2.0;1.0;1946.0;48.0;"Non-responder"
64.0;2.0;2.0;64.0;36.0;8.0;1946.0;48.0;"Non-responder"
76.0;1.0;1.0;76.0;22.0;5.0;1946.0;48.0;"Non-responder"
54.0;4.0;4.0;54.0;7.0;2.0;1946.0;48.0;"Non-responder"
80.0;2.0;2.0;80.0;24.0;6.0;1946.0;48.0;"Non-responder"
75.0;2.0;2.0;75.0;29.0;6.0;1946.0;48.0;"Non-responder"
99.0;2.0;2.0;99.0;13.0;4.0;1946.0;48.0;"Non-responder"
51.0;1.0;1.0;51.0;6.0;2.0;1946.0;48.0;"Non-responder"
90.0;10.0;10.0;90.0;8.0;2.0;1946.0;48.0;"Non-responder"
99.0;5.0;5.0;99.0;44.0;10.0;1946.0;48.0;"Non-responder"
66.0;4.0;4.0;66.0;31.0;7.0;1946.0;48.0;"Non-responder"
53.0;1.0;1.0;53.0;11.0;3.0;1946.0;48.0;"Non-responder"
61.0;3.0;3.0;61.0;11.0;3.0;1946.0;48.0;"Non-responder"
50.0;4.0;4.0;50.0;29.0;6.0;1946.0;48.0;"Non-responder"
72.0;1.0;1.0;72.0;1.0;1.0;1946.0;48.0;"Non-responder"
22.0;3.0;3.0;22.0;9.0;3.0;1946.0;48.0;"Non-responder"
68.0;6.0;6.0;68.0;44.0;10.0;1946.0;48.0;"Non-responder"
19.0;1.0;1.0;19.0;6.0;2.0;1946.0;48.0;"Non-responder"
72.0;5.0;5.0;72.0;2.0;1.0;1946.0;48.0;"Non-responder"
88.0;2.0;2.0;88.0;11.0;3.0;1946.0;48.0;"Non-responder"
65.0;1.0;1.0;65.0;8.0;2.0;1946.0;48.0;"Non-responder"
73.0;2.0;2.0;73.0;24.0;6.0;1946.0;48.0;"Non-responder"
75.0;1.0;1.0;75.0;9.0;3.0;1946.0;48.0;"Non-responder"
59.0;2.0;2.0;59.0;31.0;7.0;1946.0;48.0;"Non-responder"
63.0;1.0;1.0;63.0;30.0;7.0;1946.0;48.0;"Non-responder"
54.0;4.0;4.0;54.0;4.0;1.0;1946.0;48.0;"Non-responder"
74.0;1.0;1.0;74.0;9.0;3.0;1946.0;48.0;"Non-responder"
54.0;3.0;3.0;54.0;10.0;3.0;1946.0;48.0;"Non-responder"
60.0;4.0;4.0;60.0;11.0;3.0;1946.0;48.0;"Non-responder"
54.0;2.0;2.0;54.0;4.0;1.0;1946.0;48.0;"Non-responder"
67.0;2.0;2.0;67.0;10.0;3.0;1946.0;48.0;"Non-responder"
74.0;4.0;4.0;74.0;3.0;1.0;1946.0;48.0;"Non-responder"
62.0;3.0;3.0;62.0;2.0;1.0;1946.0;48.0;"Non-responder"
77.0;7.0;7.0;77.0;27.0;6.0;1946.0;48.0;"Non-responder"
159.0;16.0;22.0;293.0;44.0;10.0;1945.0;49.0;"Responder"
68.0;2.0;3.0;83.0;1.0;1.0;1945.0;49.0;"Responder"
189.0;8.0;11.0;264.0;30.0;7.0;1945.0;49.0;"Responder"
62.0;5.0;6.0;98.0;6.0;2.0;1945.0;49.0;"Responder"
100.0;11.0;15.0;113.0;8.0;2.0;1945.0;49.0;"Responder"
56.0;4.0;6.0;100.0;6.0;2.0;1945.0;49.0;"Responder"
81.0;1.0;2.0;88.0;5.0;1.0;1945.0;49.0;"Responder"
130.0;9.0;13.0;194.0;13.0;4.0;1945.0;49.0;"Responder"
70.0;2.0;3.0;89.0;7.0;2.0;1945.0;49.0;"Responder"
82.0;4.0;6.0;117.0;2.0;1.0;1945.0;49.0;"Responder"
56.0;1.0;1.0;56.0;8.0;2.0;1945.0;49.0;"Non-responder"
69.0;3.0;3.0;69.0;40.0;9.0;1945.0;49.0;"Non-responder"
70.0;1.0;1.0;70.0;43.0;10.0;1945.0;49.0;"Non-responder"
83.0;1.0;1.0;83.0;16.0;4.0;1945.0;49.0;"Non-responder"
60.0;1.0;1.0;60.0;44.0;10.0;1945.0;49.0;"Non-responder"
90.0;1.0;1.0;90.0;5.0;1.0;1945.0;49.0;"Non-responder"
82.0;1.0;1.0;82.0;30.0;7.0;1945.0;49.0;"Non-responder"
60.0;4.0;4.0;60.0;10.0;3.0;1945.0;49.0;"Non-responder"
77.0;2.0;2.0;77.0;3.0;1.0;1945.0;49.0;"Non-responder"
81.0;4.0;4.0;81.0;2.0;1.0;1945.0;49.0;"Non-responder"
85.0;1.0;1.0;85.0;6.0;2.0;1945.0;49.0;"Non-responder"
50.0;3.0;3.0;50.0;30.0;7.0;1945.0;49.0;"Non-responder"
94.0;3.0;5.0;103.0;11.0;3.0;1945.0;49.0;"Responder"
70.0;1.0;2.0;74.0;6.0;2.0;1945.0;49.0;"Responder"
63.0;8.0;22.0;314.0;3.0;1.0;1945.0;49.0;"Responder"
103.0;7.0;8.0;119.0;9.0;3.0;1945.0;49.0;"Responder"
188.0;7.0;8.0;214.0;32.0;7.0;1945.0;49.0;"Responder"
124.0;15.0;16.0;129.0;29.0;6.0;1945.0;49.0;"Responder"
94.0;6.0;8.0;203.0;9.0;3.0;1945.0;49.0;"Responder"
72.0;3.0;4.0;111.0;1.0;1.0;1945.0;49.0;"Responder"
109.0;7.0;8.0;122.0;1.0;1.0;1945.0;49.0;"Responder"
80.0;1.0;2.0;167.0;3.0;1.0;1945.0;49.0;"Responder"
19.0;2.0;2.0;19.0;1.0;1.0;1945.0;49.0;"Non-responder"
68.0;2.0;2.0;68.0;9.0;3.0;1945.0;49.0;"Non-responder"
53.0;3.0;3.0;53.0;33.0;8.0;1945.0;49.0;"Non-responder"
74.0;1.0;1.0;74.0;3.0;1.0;1945.0;49.0;"Non-responder"
60.0;3.0;3.0;60.0;30.0;7.0;1945.0;49.0;"Non-responder"
18.0;1.0;1.0;18.0;10.0;3.0;1945.0;49.0;"Non-responder"
65.0;3.0;3.0;65.0;3.0;1.0;1945.0;49.0;"Non-responder"
120.0;9.0;9.0;120.0;17.0;4.0;1945.0;49.0;"Non-responder"
78.0;2.0;2.0;78.0;16.0;4.0;1945.0;49.0;"Non-responder"
0.0;0.0;0.0;0.0;11.0;3.0;1945.0;49.0;"Non-responder"
52.0;2.0;2.0;52.0;11.0;3.0;1945.0;49.0;"Non-responder"
67.0;2.0;2.0;67.0;10.0;3.0;1945.0;49.0;"Non-responder"
82.0;2.0;2.0;82.0;3.0;1.0;1945.0;49.0;"Non-responder"
30.0;1.0;1.0;30.0;8.0;2.0;1945.0;49.0;"Non-responder"
57.0;1.0;1.0;57.0;17.0;4.0;1945.0;49.0;"Non-responder"
55.0;9.0;9.0;55.0;44.0;10.0;1945.0;49.0;"Non-responder"
111.0;3.0;3.0;111.0;14.0;4.0;1945.0;49.0;"Non-responder"
91.0;3.0;3.0;91.0;2.0;1.0;1945.0;49.0;"Non-responder"
62.0;1.0;1.0;62.0;8.0;2.0;1945.0;49.0;"Non-responder"
155.0;7.0;9.0;179.0;4.0;1.0;1944.0;50.0;"Responder"
89.0;3.0;4.0;105.0;9.0;3.0;1944.0;50.0;"Responder"
85.0;3.0;9.0;103.0;2.0;1.0;1944.0;50.0;"Responder"
97.0;3.0;6.0;143.0;6.0;2.0;1944.0;50.0;"Responder"
91.0;3.0;4.0;103.0;4.0;1.0;1944.0;50.0;"Responder"
58.0;2.0;5.0;270.0;9.0;3.0;1944.0;50.0;"Responder"
92.0;1.0;1.0;92.0;12.0;3.0;1944.0;50.0;"Non-responder"
74.0;4.0;4.0;74.0;44.0;10.0;1944.0;50.0;"Non-responder"
56.0;2.0;2.0;56.0;44.0;10.0;1944.0;50.0;"Non-responder"
94.0;2.0;2.0;94.0;13.0;4.0;1944.0;50.0;"Non-responder"
63.0;3.0;3.0;63.0;41.0;10.0;1944.0;50.0;"Non-responder"
51.0;2.0;2.0;51.0;30.0;7.0;1944.0;50.0;"Non-responder"
98.0;3.0;3.0;98.0;2.0;1.0;1944.0;50.0;"Non-responder"
46.0;3.0;3.0;46.0;47.0;11.0;1944.0;50.0;"Non-responder"
85.0;3.0;3.0;85.0;34.0;8.0;1944.0;50.0;"Non-responder"
53.0;1.0;1.0;53.0;6.0;2.0;1944.0;50.0;"Non-responder"
82.0;1.0;1.0;82.0;9.0;3.0;1944.0;50.0;"Non-responder"
54.0;1.0;1.0;54.0;28.0;6.0;1944.0;50.0;"Non-responder"
51.0;2.0;2.0;51.0;6.0;2.0;1944.0;50.0;"Non-responder"
82.0;4.0;4.0;82.0;45.0;11.0;1944.0;50.0;"Non-responder"
1128.0;28.0;34.0;1213.0;3.0;1.0;1944.0;50.0;"Responder"
59.0;1.0;3.0;90.0;1.0;1.0;1944.0;50.0;"Responder"
689.0;40.0;46.0;832.0;6.0;2.0;1944.0;50.0;"Responder"
390.0;17.0;27.0;605.0;9.0;3.0;1944.0;50.0;"Responder"
78.0;1.0;5.0;121.0;44.0;10.0;1944.0;50.0;"Responder"
71.0;2.0;3.0;85.0;9.0;3.0;1944.0;50.0;"Responder"
60.0;5.0;8.0;88.0;17.0;4.0;1944.0;50.0;"Responder"
96.0;3.0;4.0;126.0;5.0;1.0;1944.0;50.0;"Responder"
64.0;3.0;4.0;74.0;11.0;3.0;1944.0;50.0;"Responder"
57.0;4.0;5.0;235.0;6.0;2.0;1944.0;50.0;"Responder"
98.0;2.0;9.0;336.0;30.0;7.0;1944.0;50.0;"Responder"
376.0;26.0;26.0;376.0;29.0;6.0;1944.0;50.0;"Non-responder"
52.0;1.0;1.0;52.0;7.0;2.0;1944.0;50.0;"Non-responder"
93.0;7.0;7.0;93.0;10.0;3.0;1944.0;50.0;"Non-responder"
13.0;1.0;1.0;13.0;3.0;1.0;1944.0;50.0;"Non-responder"
265.0;5.0;5.0;265.0;3.0;1.0;1944.0;50.0;"Non-responder"
80.0;1.0;1.0;80.0;3.0;1.0;1944.0;50.0;"Non-responder"
55.0;4.0;4.0;55.0;44.0;10.0;1944.0;50.0;"Non-responder"
71.0;1.0;1.0;71.0;9.0;3.0;1944.0;50.0;"Non-responder"
71.0;1.0;1.0;71.0;14.0;4.0;1944.0;50.0;"Non-responder"
54.0;7.0;7.0;54.0;27.0;6.0;1944.0;50.0;"Non-responder"
82.0;1.0;1.0;82.0;9.0;3.0;1944.0;50.0;"Non-responder"
60.0;4.0;4.0;60.0;15.0;4.0;1944.0;50.0;"Non-responder"
79.0;6.0;6.0;79.0;9.0;3.0;1944.0;50.0;"Non-responder"
95.0;2.0;2.0;95.0;44.0;10.0;1944.0;50.0;"Non-responder"
91.0;1.0;1.0;91.0;14.0;4.0;1944.0;50.0;"Non-responder"
61.0;1.0;1.0;61.0;16.0;4.0;1944.0;50.0;"Non-responder"
55.0;6.0;6.0;55.0;20.0;5.0;1944.0;50.0;"Non-responder"
189.0;8.0;8.0;189.0;30.0;7.0;1944.0;50.0;"Non-responder"
