"Pre-campaign expenditure","Pre-campaign visits","Pre-campaign spend category","Pre-campaign visits category","Total number of visits","Total spend","Post Code","52 Mosaic Groups","Mosaic Bands","Title","Gender","Year Of Birth","Age","Age category","Response to campaign"
65.0,4.0,"£50-£100","4 Visits",4.0,65.0,"S 63 0RF",44.0,10.0,"MR","Male",1968.0,26.0,"26-35 years","Non-responder"
75.0,3.0,"£50-£100","3 Visits",3.0,75.0,"SW18 4BD",24.0,6.0,"MR","Male",1968.0,26.0,"26-35 years","Non-responder"
80.0,1.0,"£50-£100","1 Visit",1.0,80.0,"CT12 6SN",10.0,3.0,"MR","Male",1968.0,26.0,"26-35 years","Non-responder"
51.0,1.0,"£50-£100","1 Visit",1.0,51.0,"TR13 0SN",43.0,10.0,"MR","Male",1968.0,26.0,"26-35 years","Non-responder"
98.0,3.0,"£50-£100","3 Visits",3.0,98.0,"LE11 1RB",32.0,7.0,"MR","Male",1968.0,26.0,"26-35 years","Non-responder"
17.0,4.0,"Under £50","4 Visits",5.0,20.0,"TR 4 9BT",43.0,10.0,"MRS","Female",1967.0,27.0,"26-35 years","Responder"
99.0,5.0,"£50-£100","5 Or More Visits",7.0,126.0,"PL31 2NE",14.0,4.0,"MRS","Female",1967.0,27.0,"26-35 years","Responder"
58.0,3.0,"£50-£100","3 Visits",4.0,67.0,"SN 2 5LP",16.0,4.0,"MRS","Female",1967.0,27.0,"26-35 years","Responder"
155.0,7.0,"£150-£200","5 Or More Visits",8.0,174.0,"MK40 2BD",7.0,2.0,"MISS","Female",1967.0,27.0,"26-35 years","Responder"
50.0,1.0,"£50-£100","1 Visit",1.0,50.0,"PL20 6QP",28.0,6.0,"MRS","Female",1967.0,27.0,"26-35 years","Non-responder"
84.0,3.0,"£50-£100","3 Visits",3.0,84.0,"N 17 6XQ",24.0,6.0,"MRS","Female",1967.0,27.0,"26-35 years","Non-responder"
78.0,1.0,"£50-£100","1 Visit",1.0,78.0,"BS 9 2ND",16.0,4.0,"MRS","Female",1967.0,27.0,"26-35 years","Non-responder"
64.0,1.0,"£50-£100","1 Visit",1.0,64.0,"LE 9 6QX",44.0,10.0,"MRS","Female",1967.0,27.0,"26-35 years","Non-responder"
97.0,9.0,"£50-£100","5 Or More Visits",9.0,97.0,"TF 3 5DQ",43.0,10.0,"MRS","Female",1967.0,27.0,"26-35 years","Non-responder"
52.0,1.0,"£50-£100","1 Visit",1.0,52.0,"NW 2 1PJ",8.0,2.0,"MRS","Female",1967.0,27.0,"26-35 years","Non-responder"
91.0,1.0,"£50-£100","1 Visit",1.0,91.0,"SN 9 6LP",39.0,9.0,"MS","Female",1967.0,27.0,"26-35 years","Non-responder"
52.0,1.0,"£50-£100","1 Visit",1.0,52.0,"NW 6 6AD",33.0,8.0,"MISS","Female",1967.0,27.0,"26-35 years","Non-responder"
86.0,6.0,"£50-£100","5 Or More Visits",6.0,86.0,"S 10 1RA",29.0,6.0,"MS","Female",1967.0,27.0,"26-35 years","Non-responder"
90.0,2.0,"£50-£100","2 Visits",2.0,90.0,"LE17 4NT",13.0,4.0,"MRS","Female",1967.0,27.0,"26-35 years","Non-responder"
79.0,2.0,"£50-£100","2 Visits",2.0,79.0,"SM 1 4NF",7.0,2.0,"MRS","Female",1967.0,27.0,"26-35 years","Non-responder"
44.0,3.0,"Under £50","3 Visits",3.0,44.0,"OX15 4HA",42.0,10.0,"MISS","Female",1967.0,27.0,"26-35 years","Non-responder"
68.0,2.0,"£50-£100","2 Visits",2.0,68.0,"OL 8 4JA",12.0,3.0,"MRS","Female",1967.0,27.0,"26-35 years","Non-responder"
71.0,2.0,"£50-£100","2 Visits",2.0,71.0,"BD13 4LX",44.0,10.0,"MRS","Female",1967.0,27.0,"26-35 years","Non-responder"
56.0,1.0,"£50-£100","1 Visit",1.0,56.0,"IG11 7JB",23.0,5.0,"MISS","Female",1967.0,27.0,"26-35 years","Non-responder"
56.0,3.0,"£50-£100","3 Visits",4.0,62.0,"PO 2 0HF",29.0,6.0,"Mr","Male",1967.0,27.0,"26-35 years","Responder"
84.0,1.0,"£50-£100","1 Visit",2.0,99.0,"CV11 4QX",12.0,3.0,"MR","Male",1967.0,27.0,"26-35 years","Responder"
85.0,2.0,"£50-£100","2 Visits",3.0,114.0,"EN 8 9HT",8.0,2.0,"MR","Male",1967.0,27.0,"26-35 years","Responder"
94.0,5.0,"£50-£100","5 Or More Visits",6.0,105.0,"CV11 4NN",12.0,3.0,"MR","Male",1967.0,27.0,"26-35 years","Responder"
71.0,5.0,"£50-£100","5 Or More Visits",6.0,82.0,"SY16 1NN",11.0,3.0,"MR","Male",1967.0,27.0,"26-35 years","Responder"
71.0,5.0,"£50-£100","5 Or More Visits",12.0,110.0,"LU 4 9SZ",10.0,3.0,"MR","Male",1967.0,27.0,"26-35 years","Responder"
74.0,1.0,"£50-£100","1 Visit",2.0,117.0,"BS19 4HQ",44.0,10.0,"MR","Male",1967.0,27.0,"26-35 years","Responder"
77.0,6.0,"£50-£100","5 Or More Visits",10.0,0.0,"WA 8 0NB",15.0,4.0,"MR","Male",1967.0,27.0,"26-35 years","Responder"
69.0,2.0,"£50-£100","2 Visits",2.0,69.0,"PR 2 7EH",26.0,6.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
52.0,6.0,"£50-£100","5 Or More Visits",6.0,52.0,"EN 4 9DS",8.0,2.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
90.0,1.0,"£50-£100","1 Visit",1.0,90.0,"LE13 1QH",12.0,3.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
53.0,1.0,"£50-£100","1 Visit",1.0,53.0,"LE13 0TJ",42.0,10.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
71.0,1.0,"£50-£100","1 Visit",1.0,71.0,"SS16 4BW",30.0,7.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
57.0,1.0,"£50-£100","1 Visit",1.0,57.0,"SW 9 0LL",34.0,8.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
60.0,3.0,"£50-£100","3 Visits",3.0,60.0,"ST 3 6AQ",12.0,3.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
90.0,3.0,"£50-£100","3 Visits",3.0,90.0,"SG 8 5SS",17.0,4.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
80.0,7.0,"£50-£100","5 Or More Visits",7.0,80.0,"SS 2 4NX",29.0,6.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
85.0,5.0,"£50-£100","5 Or More Visits",5.0,85.0,"B 11 3DY",27.0,6.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
83.0,6.0,"£50-£100","5 Or More Visits",6.0,83.0,"PO 4 9AJ",29.0,6.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
73.0,2.0,"£50-£100","2 Visits",2.0,73.0,"SG 2 9PD",17.0,4.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
58.0,3.0,"£50-£100","3 Visits",3.0,58.0,"ST 1 3PL",12.0,3.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
82.0,1.0,"£50-£100","1 Visit",1.0,82.0,"CV 7 9BL",11.0,3.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
68.0,1.0,"£50-£100","1 Visit",1.0,68.0,"DN11 0PR",17.0,4.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
74.0,6.0,"£50-£100","5 Or More Visits",6.0,74.0,"DN 5 8AY",10.0,3.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
69.0,4.0,"£50-£100","4 Visits",4.0,69.0,"WS15 2HA",6.0,2.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
85.0,8.0,"£50-£100","5 Or More Visits",8.0,85.0,"WS15 2GD",11.0,3.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
83.0,3.0,"£50-£100","3 Visits",3.0,83.0,"W  9 1QQ",23.0,5.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
61.0,2.0,"£50-£100","2 Visits",2.0,61.0,"WN 7 4UG",42.0,10.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
53.0,2.0,"£50-£100","2 Visits",2.0,53.0,"WN 4 9EE",28.0,6.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
69.0,2.0,"£50-£100","2 Visits",2.0,69.0,"ST15 8SU",41.0,10.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
96.0,2.0,"£50-£100","2 Visits",2.0,96.0,"N  1 1BB",34.0,8.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
92.0,5.0,"£50-£100","5 Or More Visits",5.0,92.0,"CF 3 8PZ",16.0,4.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
62.0,3.0,"£50-£100","3 Visits",3.0,62.0,"NN 4 9EE",30.0,7.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
32.0,1.0,"Under £50","1 Visit",1.0,32.0,"WV 4 5QD",7.0,2.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
93.0,2.0,"£50-£100","2 Visits",2.0,93.0,"NN13 6HY",2.0,1.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
57.0,1.0,"£50-£100","1 Visit",1.0,57.0,"WD 3 2PU",7.0,2.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
78.0,7.0,"£50-£100","5 Or More Visits",7.0,78.0,"ME10 1EB",30.0,7.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
70.0,1.0,"£50-£100","1 Visit",1.0,70.0,"TW 8 0NX",24.0,6.0,"MR","Male",1967.0,27.0,"26-35 years","Non-responder"
161.0,10.0,"£150-£200","5 Or More Visits",11.0,182.0,"NE 2 2JY",36.0,8.0,"Miss","Female",1966.0,28.0,"26-35 years","Responder"
56.0,1.0,"£50-£100","1 Visit",3.0,50.0,"DN11 0XX",2.0,1.0,"MRS","Female",1966.0,28.0,"26-35 years","Responder"
88.0,5.0,"£50-£100","5 Or More Visits",6.0,99.0,"SG 2 9JZ",14.0,4.0,"MISS","Female",1966.0,28.0,"26-35 years","Responder"
100.0,19.0,"£50-£100","5 Or More Visits",23.0,197.0,"MK45 3LQ",43.0,10.0,"MRS","Female",1966.0,28.0,"26-35 years","Responder"
36.0,2.0,"Under £50","2 Visits",3.0,42.0,"CV22 6JY",6.0,2.0,"MISS","Female",1966.0,28.0,"26-35 years","Responder"
75.0,3.0,"£50-£100","3 Visits",4.0,80.0,"DN16 2HG",15.0,4.0,"MISS","Female",1966.0,28.0,"26-35 years","Responder"
87.0,3.0,"£50-£100","3 Visits",5.0,93.0,"PE 1 5LP",8.0,2.0,"MRS","Female",1966.0,28.0,"26-35 years","Responder"
265.0,16.0,"£200-£300","5 Or More Visits",16.0,265.0,"DY10 2YS",11.0,3.0,"Mrs","Female",1966.0,28.0,"26-35 years","Non-responder"
85.0,3.0,"£50-£100","3 Visits",3.0,85.0,"SY 1 2JQ",29.0,6.0,"MS","Female",1966.0,28.0,"26-35 years","Non-responder"
59.0,3.0,"£50-£100","3 Visits",3.0,59.0,"SW19 1EW",36.0,8.0,"MS","Female",1966.0,28.0,"26-35 years","Non-responder"
78.0,6.0,"£50-£100","5 Or More Visits",6.0,78.0,"SG 4 7BB",31.0,7.0,"MRS","Female",1966.0,28.0,"26-35 years","Non-responder"
60.0,1.0,"£50-£100","1 Visit",1.0,60.0,"TS 6 0LP",11.0,3.0,"MISS","Female",1966.0,28.0,"26-35 years","Non-responder"
104.0,4.0,"£100-£150","4 Visits",4.0,104.0,"CV10 9HZ",11.0,3.0,"MRS","Female",1966.0,28.0,"26-35 years","Non-responder"
51.0,4.0,"£50-£100","4 Visits",4.0,51.0,"NG 6 0DS",26.0,6.0,"MRS","Female",1966.0,28.0,"26-35 years","Non-responder"
71.0,1.0,"£50-£100","1 Visit",1.0,71.0,"SK 3 9LS",29.0,6.0,"MISS","Female",1966.0,28.0,"26-35 years","Non-responder"
95.0,1.0,"£50-£100","1 Visit",1.0,95.0,"NE32 4TY",44.0,10.0,"MISS","Female",1966.0,28.0,"26-35 years","Non-responder"
66.0,1.0,"£50-£100","1 Visit",1.0,66.0,"LL29 9SU",31.0,7.0,"MRS","Female",1966.0,28.0,"26-35 years","Non-responder"
60.0,1.0,"£50-£100","1 Visit",1.0,60.0,"N  7 9DD",15.0,4.0,"MRS","Female",1966.0,28.0,"26-35 years","Non-responder"
95.0,1.0,"£50-£100","1 Visit",1.0,95.0,"WS 2 9PZ",13.0,4.0,"MRS","Female",1966.0,28.0,"26-35 years","Non-responder"
77.0,4.0,"£50-£100","4 Visits",4.0,77.0,"DH 4 6LZ",44.0,10.0,"MISS","Female",1966.0,28.0,"26-35 years","Non-responder"
76.0,1.0,"£50-£100","1 Visit",1.0,76.0,"SK 8 3JR",8.0,2.0,"MRS","Female",1966.0,28.0,"26-35 years","Non-responder"
51.0,6.0,"£50-£100","5 Or More Visits",6.0,51.0,"LU 4 9LA",11.0,3.0,"MRS","Female",1966.0,28.0,"26-35 years","Non-responder"
89.0,1.0,"£50-£100","1 Visit",1.0,89.0,"AL 5 3PA",1.0,1.0,"MRS","Female",1966.0,28.0,"26-35 years","Non-responder"
66.0,1.0,"£50-£100","1 Visit",1.0,66.0,"E  3 4PA",36.0,8.0,"MISS","Female",1966.0,28.0,"26-35 years","Non-responder"
56.0,4.0,"£50-£100","4 Visits",6.0,146.0,"NP 9 0HQ",12.0,3.0,"MR","Male",1966.0,28.0,"26-35 years","Responder"
69.0,3.0,"£50-£100","3 Visits",4.0,75.0,"B 60 3LG",17.0,4.0,"MR","Male",1966.0,28.0,"26-35 years","Responder"
98.0,4.0,"£50-£100","4 Visits",7.0,137.0,"SG14 2EH",7.0,2.0,"MR","Male",1966.0,28.0,"26-35 years","Responder"
23.0,2.0,"Under £50","2 Visits",2.0,23.0,"W  5 1NN",36.0,8.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
0.0,0.0,"Under £50","No Visits",0.0,0.0,"LN 2 4HD",17.0,4.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
65.0,1.0,"£50-£100","1 Visit",1.0,65.0,"S 60 3PB",31.0,7.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
84.0,3.0,"£50-£100","3 Visits",3.0,84.0,"SG 4 8AT",47.0,11.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
52.0,1.0,"£50-£100","1 Visit",1.0,52.0,"CO12 5EQ",6.0,2.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
92.0,4.0,"£50-£100","4 Visits",4.0,92.0,"PE 2 5QX",17.0,4.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
87.0,2.0,"£50-£100","2 Visits",2.0,87.0,"OX13 6PU",47.0,11.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
55.0,7.0,"£50-£100","5 Or More Visits",7.0,55.0,"DN15 8JG",10.0,3.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
80.0,1.0,"£50-£100","1 Visit",1.0,80.0,"SL 1 9HL",43.0,10.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
89.0,1.0,"£50-£100","1 Visit",1.0,89.0,"DN10 4BL",6.0,2.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
111.0,2.0,"£100-£150","2 Visits",2.0,111.0,"B 36 0RH",11.0,3.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
82.0,4.0,"£50-£100","4 Visits",4.0,82.0,"RG 3 1DB",29.0,6.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
78.0,2.0,"£50-£100","2 Visits",2.0,78.0,"NE29 8PP",15.0,4.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
88.0,2.0,"£50-£100","2 Visits",2.0,88.0,"OL11 2RP",17.0,4.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
52.0,1.0,"£50-£100","1 Visit",1.0,52.0,"NW 2 1DG",16.0,4.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
50.0,1.0,"£50-£100","1 Visit",1.0,50.0,"WA 5 5RY",2.0,1.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
65.0,4.0,"£50-£100","4 Visits",4.0,65.0,"PE 2 9LW",43.0,10.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
80.0,1.0,"£50-£100","1 Visit",1.0,80.0,"PE12 6AX",6.0,2.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
71.0,5.0,"£50-£100","5 Or More Visits",5.0,71.0,"PE 2 7WE",2.0,1.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
75.0,3.0,"£50-£100","3 Visits",3.0,75.0,"CF 2 1QZ",29.0,6.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
65.0,3.0,"£50-£100","3 Visits",3.0,65.0,"SL 6 4DY",11.0,3.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
57.0,1.0,"£50-£100","1 Visit",1.0,57.0,"NR30 3DG",28.0,6.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
60.0,1.0,"£50-£100","1 Visit",1.0,60.0,"TW12 1LG",7.0,2.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
90.0,1.0,"£50-£100","1 Visit",1.0,90.0,"SA 2 9DF",7.0,2.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
71.0,2.0,"£50-£100","2 Visits",2.0,71.0,"UB 9 6EZ",31.0,7.0,"MR","Male",1966.0,28.0,"26-35 years","Non-responder"
357.0,18.0,"£300-£500","5 Or More Visits",22.0,390.0,"TN36 4BG",6.0,2.0,"Mrs","Female",1965.0,29.0,"26-35 years","Responder"
281.0,20.0,"£200-£300","5 Or More Visits",24.0,343.0,"SE 7 8AA",24.0,6.0,"Ms","Female",1965.0,29.0,"26-35 years","Responder"
76.0,2.0,"£50-£100","2 Visits",3.0,83.0,"N 20 0HB",7.0,2.0,"MISS","Female",1965.0,29.0,"26-35 years","Responder"
70.0,3.0,"£50-£100","3 Visits",5.0,74.0,"L 43 4TX",24.0,6.0,"MRS","Female",1965.0,29.0,"26-35 years","Responder"
85.0,1.0,"£50-£100","1 Visit",2.0,98.0,"WV16 6SN",50.0,11.0,"MRS","Female",1965.0,29.0,"26-35 years","Responder"
105.0,4.0,"£100-£150","4 Visits",5.0,108.0,"WA10 2NW",12.0,3.0,"MISS","Female",1965.0,29.0,"26-35 years","Responder"
69.0,2.0,"£50-£100","2 Visits",2.0,69.0,"DY 5 2HS",10.0,3.0,"MRS","Female",1965.0,29.0,"26-35 years","Non-responder"
183.0,13.0,"£150-£200","5 Or More Visits",13.0,183.0,"NN14 2NX",10.0,3.0,"Mrs","Female",1965.0,29.0,"26-35 years","Non-responder"
60.0,2.0,"£50-£100","2 Visits",2.0,60.0,"PE12 9TY",48.0,11.0,"MRS","Female",1965.0,29.0,"26-35 years","Non-responder"
68.0,2.0,"£50-£100","2 Visits",2.0,68.0,"CR 0 0JT",18.0,5.0,"MISS","Female",1965.0,29.0,"26-35 years","Non-responder"
94.0,4.0,"£50-£100","4 Visits",4.0,94.0,"BL 8 4BJ",11.0,3.0,"MISS","Female",1965.0,29.0,"26-35 years","Non-responder"
32.0,2.0,"Under £50","2 Visits",2.0,32.0,"WF17 8QD",11.0,3.0,"MRS","Female",1965.0,29.0,"26-35 years","Non-responder"
52.0,2.0,"£50-£100","2 Visits",2.0,52.0,"SG 1 4TE",2.0,1.0,"MRS","Female",1965.0,29.0,"26-35 years","Non-responder"
69.0,3.0,"£50-£100","3 Visits",3.0,69.0,"DN12 2NG",14.0,4.0,"MRS","Female",1965.0,29.0,"26-35 years","Non-responder"
78.0,4.0,"£50-£100","4 Visits",4.0,78.0,"LS18 5DA",29.0,6.0,"MISS","Female",1965.0,29.0,"26-35 years","Non-responder"
79.0,1.0,"£50-£100","1 Visit",1.0,79.0,"B 46 1EP",10.0,3.0,"MRS","Female",1965.0,29.0,"26-35 years","Non-responder"
86.0,9.0,"£50-£100","5 Or More Visits",9.0,86.0,"B 24 9NW",37.0,9.0,"MRS","Female",1965.0,29.0,"26-35 years","Non-responder"
34.0,1.0,"Under £50","1 Visit",1.0,34.0,"GU17 0JB",43.0,10.0,"MRS","Female",1965.0,29.0,"26-35 years","Non-responder"
64.0,2.0,"£50-£100","2 Visits",2.0,64.0,"SK13 8NW",20.0,5.0,"MRS","Female",1965.0,29.0,"26-35 years","Non-responder"
92.0,3.0,"£50-£100","3 Visits",3.0,92.0,"MK40 2SE",32.0,7.0,"MS","Female",1965.0,29.0,"26-35 years","Non-responder"
87.0,13.0,"£50-£100","5 Or More Visits",13.0,87.0,"TF 3 5DW",44.0,10.0,"MRS","Female",1965.0,29.0,"26-35 years","Non-responder"
71.0,2.0,"£50-£100","2 Visits",2.0,71.0,"SA13 2HL",12.0,3.0,"MRS","Female",1965.0,29.0,"26-35 years","Non-responder"
90.0,6.0,"£50-£100","5 Or More Visits",6.0,90.0,"NN 4 0SX",43.0,10.0,"MRS","Female",1965.0,29.0,"26-35 years","Non-responder"
219.0,11.0,"£200-£300","5 Or More Visits",14.0,300.0,"WS15 4TE",43.0,10.0,"MR","Male",1965.0,29.0,"26-35 years","Responder"
73.0,12.0,"£50-£100","5 Or More Visits",13.0,79.0,"TQ 4 7AL",6.0,2.0,"MR","Male",1965.0,29.0,"26-35 years","Responder"
82.0,9.0,"£50-£100","5 Or More Visits",11.0,111.0,"BS10 7AY",15.0,4.0,"MR","Male",1965.0,29.0,"26-35 years","Responder"
53.0,2.0,"£50-£100","2 Visits",4.0,69.0,"WD 6 4PE",30.0,7.0,"MR","Male",1965.0,29.0,"26-35 years","Responder"
55.0,7.0,"£50-£100","5 Or More Visits",11.0,115.0,"PL31 1AL",31.0,7.0,"MR","Male",1965.0,29.0,"26-35 years","Responder"
36.0,4.0,"Under £50","4 Visits",6.0,49.0,"TF 3 1TY",12.0,3.0,"MR","Male",1965.0,29.0,"26-35 years","Responder"
83.0,3.0,"£50-£100","3 Visits",6.0,119.0,"NR31 9UF",2.0,1.0,"MR","Male",1965.0,29.0,"26-35 years","Responder"
97.0,2.0,"£50-£100","2 Visits",2.0,97.0,"DA 2 6AF",8.0,2.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
54.0,5.0,"£50-£100","5 Or More Visits",5.0,54.0,"IG 8 7DN",30.0,7.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
109.0,14.0,"£100-£150","5 Or More Visits",14.0,109.0,"LS19 7PF",11.0,3.0,"Mr","Male",1965.0,29.0,"26-35 years","Non-responder"
84.0,5.0,"£50-£100","5 Or More Visits",5.0,84.0,"SA 5 5JB",16.0,4.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
53.0,2.0,"£50-£100","2 Visits",2.0,53.0,"N  7 0JE",33.0,8.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
54.0,1.0,"£50-£100","1 Visit",1.0,54.0,"SE 9 5NA",16.0,4.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
101.0,7.0,"£100-£150","5 Or More Visits",7.0,101.0,"WS 9 9EU",11.0,3.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
61.0,3.0,"£50-£100","3 Visits",3.0,61.0,"LE13 0EN",44.0,10.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
56.0,2.0,"£50-£100","2 Visits",2.0,56.0,"KT 8 1RE",7.0,2.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
86.0,5.0,"£50-£100","5 Or More Visits",5.0,86.0,"RG28 7LQ",6.0,2.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
57.0,2.0,"£50-£100","2 Visits",2.0,57.0,"SP10 4DZ",30.0,7.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
51.0,2.0,"£50-£100","2 Visits",2.0,51.0,"BA11 2US",44.0,10.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
59.0,4.0,"£50-£100","4 Visits",4.0,59.0,"OX14 3SR",3.0,1.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
90.0,4.0,"£50-£100","4 Visits",4.0,90.0,"RG 3 4LS",44.0,10.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
83.0,5.0,"£50-£100","5 Or More Visits",5.0,83.0,"SA62 3HF",31.0,7.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
57.0,1.0,"£50-£100","1 Visit",1.0,57.0,"LS25 1NE",39.0,9.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
52.0,1.0,"£50-£100","1 Visit",1.0,52.0,"BL 8 2DD",3.0,1.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
83.0,4.0,"£50-£100","4 Visits",4.0,83.0,"HA 9 9XF",18.0,5.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
70.0,1.0,"£50-£100","1 Visit",1.0,70.0,"LL24 0BS",7.0,2.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
61.0,2.0,"£50-£100","2 Visits",2.0,61.0,"DN21 3TL",5.0,1.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
54.0,1.0,"£50-£100","1 Visit",1.0,54.0,"PR 4 5ZJ",3.0,1.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
72.0,3.0,"£50-£100","3 Visits",3.0,72.0,"S 43 2NN",13.0,4.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
65.0,2.0,"£50-£100","2 Visits",2.0,65.0,"CV 6 4JE",12.0,3.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
63.0,3.0,"£50-£100","3 Visits",3.0,63.0,"HA 8 8LY",1.0,1.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
119.0,4.0,"£100-£150","4 Visits",4.0,119.0,"WS12 4SH",44.0,10.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
75.0,1.0,"£50-£100","1 Visit",1.0,75.0,"ST15 0JA",12.0,3.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
62.0,3.0,"£50-£100","3 Visits",3.0,62.0,"HU 9 1HU",29.0,6.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
69.0,1.0,"£50-£100","1 Visit",1.0,69.0,"CR 0 4LR",7.0,2.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
69.0,7.0,"£50-£100","5 Or More Visits",7.0,69.0,"W  3 9RY",36.0,8.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
93.0,1.0,"£50-£100","1 Visit",1.0,93.0,"BD13 1AQ",29.0,6.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
75.0,1.0,"£50-£100","1 Visit",1.0,75.0,"SS15 6DZ",26.0,6.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
60.0,2.0,"£50-£100","2 Visits",2.0,60.0,"TR16 4LL",31.0,7.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
70.0,1.0,"£50-£100","1 Visit",1.0,70.0,"PL17 7EA",11.0,3.0,"MR","Male",1965.0,29.0,"26-35 years","Non-responder"
146.0,12.0,"£100-£150","5 Or More Visits",16.0,235.0,"LE17 4NS",13.0,4.0,"Miss","Female",1964.0,30.0,"26-35 years","Responder"
57.0,4.0,"£50-£100","4 Visits",5.0,74.0,"PE31 7DJ",6.0,2.0,"MRS","Female",1964.0,30.0,"26-35 years","Responder"
