tractor_id,day,vibration_index,heat_index,oil_pressure,sensor_error_code
T-023,7,9.84,62.92,48.27,0
T-023,8,8.59,67.4,64.82,0
T-023,9,7.2,68.71,59.05,0
T-023,10,8.33,62.37,56.0,0
T-023,11,7.7,59.44,51.05,0
T-023,12,8.24,67.51,46.74,0
T-023,13,7.29,65.41,55.61,0
T-023,14,9.69,59.99,40.98,0
T-023,15,8.93,72.59,62.27,0
T-023,16,8.03,66.87,48.58,0
T-023,17,9.73,67.01,52.44,0
T-023,18,8.07,69.1,42.72,0
T-023,19,9.1,63.26,55.78,0
T-023,20,8.04,65.39,46.37,0
T-023,21,8.39,61.04,55.19,0
T-023,22,7.92,63.18,56.06,0
T-023,23,8.1,66.16,44.82,0
T-023,24,8.17,60.0,41.01,0
T-023,25,7.33,63.09,62.26,0
T-023,26,7.6,62.22,48.46,0
T-023,27,7.78,65.43,51.8,0
T-023,28,8.23,66.72,53.88,0
T-023,29,7.97,67.23,39.97,0
T-023,30,9.17,68.0,53.7,0
T-024,1,8.88,68.67,42.38,0
T-024,2,9.47,64.22,50.62,0
T-024,3,7.4,66.06,52.06,0
T-024,4,7.77,63.29,40.07,0
T-024,5,6.36,59.54,52.67,0
T-024,6,7.61,65.81,48.76,0
T-024,7,9.0,59.26,34.74,0
T-024,8,7.53,64.79,43.12,0
T-024,9,8.64,60.9,46.69,0
T-024,10,7.81,70.96,65.1,0
T-024,11,8.32,67.73,54.45,0
T-024,12,6.85,65.32,39.32,0
T-024,13,8.09,68.79,53.89,1
T-024,14,5.01,62.46,37.62,0
T-024,15,7.81,66.63,58.66,0
T-024,16,6.37,65.6,46.23,0
T-024,17,9.21,65.79,49.25,0
T-024,18,8.78,68.82,60.61,0
T-024,19,8.47,67.2,39.7,0
T-024,20,9.52,65.87,38.82,0
T-024,21,7.05,60.04,45.33,0
T-024,22,9.75,62.12,58.31,0
T-024,23,8.93,64.63,37.85,0
T-024,24,7.76,65.28,27.34,0
T-024,25,9.14,61.61,46.39,0
T-024,26,6.89,72.24,54.41,0
T-024,27,7.18,69.55,59.6,0
T-024,28,7.39,66.81,46.29,0
T-024,29,7.47,65.22,46.71,0
T-024,30,6.94,64.36,59.23,0
T-025,1,11.81,66.39,57.54,0
T-025,2,13.96,76.81,58.88,0
T-025,3,8.86,74.28,58.67,0
T-025,4,11.95,76.01,45.47,0
T-025,5,10.44,75.77,45.37,0
T-025,6,10.09,79.95,48.2,0
T-025,7,10.81,77.69,55.09,0
T-025,8,11.58,79.15,45.91,0
T-025,9,11.65,69.67,49.05,0
T-025,10,9.22,80.97,52.19,0
T-025,11,10.69,71.39,42.76,0
T-025,12,11.92,71.68,42.26,0
T-025,13,10.18,76.35,48.73,0
T-025,14,9.83,76.51,49.79,0
T-025,15,8.12,69.64,53.47,0
T-025,16,10.51,74.13,55.38,0
T-025,17,9.78,82.44,41.21,0
T-025,18,10.02,67.66,43.5,0
T-025,19,11.09,82.43,42.23,0
T-025,20,10.6,73.79,61.3,0
T-025,21,9.75,63.31,49.04,0
T-025,22,8.33,68.17,50.13,0
T-025,23,11.95,70.18,50.46,0
T-025,24,12.63,71.88,44.27,0
T-025,25,10.9,74.48,62.51,0
T-025,26,11.1,61.48,53.29,0
T-025,27,11.5,75.93,50.32,0
T-025,28,13.87,69.72,41.16,0
T-025,29,9.15,81.95,40.7,0
T-025,30,10.88,73.65,47.53,0
T-026,1,7.05,65.56,46.66,0
T-026,2,8.61,66.28,33.79,0
T-026,3,6.68,65.67,41.43,0
T-026,4,8.78,68.84,65.29,0
T-026,5,7.0,62.14,39.76,0
T-026,6,7.25,62.97,51.52,0
T-026,7,6.53,62.68,58.06,0
T-026,8,7.5,67.49,39.96,0
T-026,9,8.98,67.7,51.48,0
T-026,10,8.52,66.35,57.5,0
T-026,11,8.98,68.55,50.1,0
T-026,12,8.52,61.47,72.95,0
T-026,13,6.9,70.0,36.65,0
T-026,14,7.67,69.57,58.47,0
T-026,15,7.22,67.21,48.62,0
T-026,16,9.33,70.35,56.18,0
T-026,17,6.8,60.03,53.53,0
T-026,18,8.89,63.43,44.13,0
T-026,19,8.89,62.79,51.83,0
T-026,20,9.83,67.16,35.14,0
T-026,21,7.59,61.85,54.83,0
T-026,22,8.71,67.27,52.39,0
T-026,23,10.28,69.11,55.11,0
T-026,24,7.38,67.09,58.46,0
T-026,25,6.46,65.85,52.94,1
T-026,26,6.12,62.04,51.18,0
T-026,27,8.71,62.46,42.95,0
T-026,28,6.12,68.75,44.3,0
T-026,29,7.63,67.34,59.49,0
T-026,30,8.44,64.88,61.49,0
T-027,1,7.56,62.06,44.77,0
T-027,2,5.59,61.82,58.34,0
T-027,3,7.2,67.76,35.38,0
T-027,4,7.82,62.74,57.55,0
T-027,5,6.04,68.06,48.87,0
T-027,6,7.61,66.4,60.72,0
T-027,7,6.01,64.93,49.99,0
T-027,8,7.74,66.32,44.22,0
T-027,9,9.15,66.14,52.46,0
T-027,10,7.97,64.46,49.76,0
T-027,11,9.66,59.73,43.51,0
T-027,12,8.79,65.54,67.75,0
T-027,13,9.35,69.72,42.23,0
T-027,14,7.24,60.17,32.06,0
T-027,15,7.21,62.1,62.65,0
T-027,16,8.35,66.28,45.33,0
T-027,17,6.42,65.12,47.63,0
T-027,18,8.47,66.23,47.14,0
T-027,19,7.68,62.9,45.44,0
T-027,20,9.33,68.49,43.87,0
T-027,21,8.68,65.14,42.03,0
T-027,22,9.1,67.09,50.52,0
T-027,23,7.25,65.96,46.78,0
T-027,24,9.05,65.53,55.84,0
T-027,25,9.44,66.88,53.86,0
T-027,26,7.96,65.56,42.58,0
T-027,27,7.26,61.43,50.87,0
T-027,28,7.28,68.26,46.66,0
T-027,29,9.24,67.45,42.07,0
T-027,30,10.68,58.68,55.52,2
T-028,1,8.56,60.44,58.11,0
T-028,2,7.19,70.24,51.42,0
T-028,3,7.9,65.16,54.38,0
T-028,4,7.51,66.73,50.55,0
T-028,5,10.63,60.97,66.83,0
T-028,6,8.53,66.52,54.77,2
T-028,7,8.19,68.31,46.1,0
T-028,8,8.47,70.81,56.57,0
T-028,9,9.38,69.2,36.9,0
T-028,10,7.92,66.66,50.96,0
T-028,11,7.41,60.37,52.55,0
T-028,12,8.84,65.4,51.05,0
T-028,13,7.83,63.22,47.33,1
T-028,14,6.93,65.7,41.9,0
T-028,15,6.74,61.35,43.69,0
T-028,16,9.53,64.37,50.82,0
T-028,17,8.13,63.45,41.09,0
T-028,18,7.41,63.36,64.16,0
T-028,19,7.77,63.39,28.87,0
T-028,20,8.81,64.59,47.41,0
T-028,21,7.71,65.86,50.88,0
T-028,22,6.55,57.5,54.06,0
T-028,23,8.33,57.87,42.67,0
T-028,24,9.21,63.98,59.07,0
T-028,25,9.14,64.41,38.85,0
T-028,26,7.44,65.57,45.47,0
T-028,27,9.27,62.82,54.97,0
T-028,28,8.21,65.03,58.32,0
T-028,29,9.24,65.38,38.77,0
T-028,30,8.57,62.8,71.16,2
T-029,1,9.28,66.77,46.93,0
T-029,2,8.63,64.22,46.77,0
T-029,3,8.51,65.49,45.96,0
T-029,4,9.63,63.89,60.19,0
T-029,5,6.96,63.33,66.09,0
T-029,6,7.82,62.08,39.05,0
T-029,7,6.25,67.51,44.49,0
T-029,8,6.9,64.48,51.14,0
T-029,9,9.07,64.06,46.89,0
T-029,10,7.08,64.41,53.2,0
T-029,11,8.74,62.96,57.33,0
T-029,12,9.66,64.07,55.99,0
T-029,13,7.82,65.62,54.88,0
T-029,14,8.52,61.9,63.27,0
T-029,15,8.74,62.33,37.29,0
T-029,16,6.78,69.13,61.84,0
T-029,17,7.38,63.91,46.7,0
T-029,18,7.0,63.35,56.28,0
T-029,19,7.46,60.97,41.76,0
T-029,20,8.72,67.55,42.73,0
T-029,21,7.4,61.83,55.3,0
T-029,22,7.96,64.95,34.57,0
T-029,23,6.96,59.88,57.92,0
T-029,24,9.23,67.45,60.08,0
T-029,25,7.45,68.53,51.42,0
T-029,26,9.52,66.45,51.13,1
T-029,27,8.06,60.4,43.33,0
T-029,28,6.59,67.52,55.4,0
T-029,29,7.83,62.52,52.78,0
T-029,30,6.94,61.49,42.63,0
T-030,1,9.9,65.45,54.82,0
T-030,2,7.05,66.09,43.2,0
T-030,3,7.17,65.02,69.88,0
T-030,4,8.76,58.74,52.12,0
T-030,5,6.46,65.48,60.2,0
T-030,6,7.37,71.64,48.79,2
T-030,7,8.6,63.92,54.27,0
T-030,8,7.37,62.82,56.72,0
T-030,9,7.76,66.12,59.75,0
T-030,10,8.74,65.94,58.46,0
T-030,11,8.42,68.58,56.98,0
T-030,12,8.27,61.23,47.48,0
T-030,13,7.66,67.19,45.43,0
T-030,14,8.37,66.77,52.66,0
T-030,15,7.88,64.57,57.47,0
T-030,16,8.46,66.02,48.22,0
T-030,17,7.5,68.09,58.52,0
T-030,18,7.82,67.62,61.62,0
T-030,19,7.01,61.57,42.67,0
T-030,20,7.96,67.46,43.3,0
T-030,21,7.19,64.81,48.88,0
T-030,22,6.89,65.22,52.46,0
T-030,23,8.26,65.22,45.8,0
T-030,24,8.21,64.55,60.82,2
T-030,25,8.78,68.58,53.39,0
T-030,26,7.57,64.75,50.32,0
T-030,27,8.41,61.64,38.51,0
T-030,28,8.55,63.82,39.47,0
T-030,29,8.44,65.54,52.25,0
T-030,30,7.17,68.69,32.94,0
T-031,1,8.13,65.11,44.91,0
T-031,2,7.05,63.5,53.36,0
T-031,3,6.19,66.94,43.65,0
T-031,4,8.11,59.42,27.8,0
T-031,5,8.55,67.73,47.42,0
T-031,6,8.7,62.87,48.07,0
T-031,7,8.59,64.28,50.07,0
T-031,8,8.37,67.75,60.07,0
T-031,9,7.08,63.75,50.43,0
T-031,10,8.77,66.94,51.94,0
T-031,11,6.96,68.42,58.44,0
T-031,12,9.11,65.33,50.08,0
T-031,13,7.92,65.93,67.09,0
T-031,14,7.95,64.64,39.89,0
T-031,15,8.87,65.35,42.53,0
T-031,16,9.0,61.65,54.91,0
T-031,17,8.77,64.12,60.03,0
T-031,18,7.18,61.14,48.39,0
T-031,19,8.76,62.3,41.92,0
T-031,20,7.19,58.99,64.09,0
T-031,21,8.79,65.79,43.66,0
T-031,22,6.57,70.07,52.71,0
T-031,23,7.91,63.63,60.51,0
T-031,24,7.18,67.9,46.47,0
T-031,25,8.87,68.38,45.02,1
T-031,26,9.12,61.4,45.57,0
T-031,27,8.2,62.05,57.21,0
T-031,28,8.17,67.97,58.48,0
T-031,29,8.7,64.72,50.27,0
T-031,30,9.12,61.13,65.06,0
T-032,1,7.51,66.14,49.0,0
T-032,2,8.53,64.59,45.45,1
T-032,3,9.41,66.85,45.57,0
T-032,4,7.85,69.53,65.52,0
T-032,5,7.67,64.28,44.06,0
T-032,6,8.8,59.99,60.33,0
T-032,7,6.89,67.23,40.92,0
T-032,8,9.15,62.5,53.9,0
T-032,9,8.14,64.57,52.38,0
T-032,10,7.42,67.36,62.97,0
T-032,11,7.4,65.89,44.76,0
T-032,12,6.62,64.69,42.55,0
T-032,13,7.46,63.27,49.07,0
T-032,14,7.74,56.3,63.32,0
T-032,15,6.94,67.09,42.93,0
T-032,16,7.95,64.24,29.29,0
T-032,17,8.47,69.54,50.48,0
T-032,18,7.79,66.19,57.6,0
T-032,19,8.66,63.38,41.89,0
T-032,20,7.19,68.2,56.78,0
T-032,21,9.0,68.45,41.71,0
T-032,22,8.12,64.34,48.83,0
T-032,23,9.55,68.58,56.02,0
T-032,24,10.41,63.33,40.5,0
T-032,25,7.53,65.48,51.45,0
T-032,26,7.57,66.71,59.72,0
T-032,27,7.75,67.35,53.79,0
T-032,28,8.6,66.86,44.23,0
T-032,29,9.33,64.0,62.15,0
T-032,30,7.35,68.28,55.27,0
T-033,1,14.77,90.02,46.67,0
T-033,2,14.98,80.57,58.96,0
T-033,3,12.33,85.85,49.79,0
T-033,4,12.71,70.46,53.02,0
T-033,5,12.6,87.57,46.46,0
T-033,6,15.71,88.67,60.57,0
T-033,7,14.64,82.89,34.76,0
T-033,8,12.71,86.77,40.24,0
T-033,9,15.66,75.91,53.04,0
T-033,10,15.59,80.19,64.0,0
T-033,11,13.11,89.59,48.2,0
T-033,12,14.44,88.07,43.26,0
T-033,13,15.59,82.53,58.01,0
T-033,14,12.78,89.87,52.59,0
T-033,15,15.63,85.83,60.32,0
T-033,16,15.1,81.97,39.68,0
T-033,17,12.5,83.9,59.69,0
T-033,18,14.94,82.27,37.61,0
T-033,19,15.23,77.9,47.69,0
T-033,20,13.25,92.54,53.3,0
T-033,21,13.41,81.59,51.49,0
T-033,22,12.48,80.01,58.48,0
T-033,23,13.6,75.82,35.39,0
T-033,24,14.48,69.18,51.13,0
T-033,25,13.41,89.21,59.6,0
T-033,26,11.53,89.76,50.47,0
T-033,27,13.12,92.16,40.86,0
T-033,28,13.67,84.11,58.06,0
T-033,29,16.13,83.07,44.81,0
T-033,30,15.69,81.95,43.41,0
T-034,1,12.52,92.41,52.46,0
T-034,2,13.23,78.81,41.24,0
T-034,3,14.88,88.57,42.95,0
T-034,4,15.09,81.46,64.39,0
T-034,5,12.12,84.21,44.12,0
T-034,6,16.61,85.43,63.25,0
T-034,7,15.64,76.0,48.06,1
T-034,8,13.09,80.33,50.02,0
T-034,9,11.42,93.11,58.56,0
T-034,10,14.21,90.32,60.18,0
T-034,11,13.61,84.62,49.11,0
T-034,12,14.73,86.46,46.89,0
T-034,13,13.77,83.23,49.55,0
T-034,14,10.49,93.14,52.7,0
T-034,15,13.72,83.8,57.13,0
T-034,16,13.89,86.39,50.03,0
T-034,17,15.77,91.88,54.95,0
T-034,18,13.1,80.34,63.11,0
T-034,19,17.86,94.35,53.05,0
T-034,20,10.68,75.82,52.49,0
T-034,21,17.12,94.78,37.85,0
T-034,22,14.05,82.76,28.95,0
T-034,23,16.22,83.54,53.11,2
T-034,24,14.66,73.66,49.24,0
T-034,25,16.78,82.27,45.88,0
T-034,26,13.73,78.76,51.95,0
T-034,27,12.3,81.35,49.52,0
T-034,28,17.34,84.18,59.02,0
T-034,29,14.27,90.75,50.69,2
T-034,30,14.94,86.25,44.02,0
T-035,1,11.67,70.88,61.54,0
T-035,2,12.07,81.67,50.54,0
T-035,3,11.33,84.12,60.11,0
T-035,4,11.61,73.81,42.03,0
T-035,5,10.97,67.7,54.71,0
T-035,6,9.59,71.76,44.12,0
T-035,7,11.39,80.69,45.55,0
T-035,8,12.59,72.04,46.7,0
T-035,9,12.27,77.95,46.2,0
T-035,10,8.88,75.84,46.24,0
T-035,11,11.88,78.55,59.74,0
T-035,12,10.16,84.09,50.36,0
T-035,13,13.59,77.95,51.8,0
T-035,14,11.99,75.73,46.34,1
T-035,15,12.84,84.64,56.86,0
T-035,16,11.53,76.75,52.84,0
T-035,17,11.4,71.04,47.53,0
T-035,18,13.74,78.44,37.33,0
T-035,19,12.96,77.24,51.73,0
T-035,20,11.68,73.46,54.61,0
T-035,21,11.2,72.41,42.17,0
T-035,22,8.94,73.51,47.64,0
T-035,23,11.99,72.34,54.3,0
T-035,24,11.31,73.67,37.43,0
T-035,25,12.33,70.79,44.81,0
T-035,26,12.79,76.93,53.02,0
T-035,27,13.35,76.56,58.84,0
T-035,28,12.01,76.73,67.49,0
T-035,29,9.93,74.69,65.67,0
T-035,30,8.28,74.11,51.15,2
T-036,1,8.51,64.94,33.71,0
T-036,2,7.57,64.68,50.38,0
T-036,3,6.52,68.66,48.01,0
T-036,4,7.79,61.77,36.62,0
T-036,5,9.21,62.71,53.23,0
T-036,6,6.47,68.11,55.73,0
T-036,7,6.94,63.21,51.82,0
T-036,8,8.13,67.7,47.41,0
T-036,9,7.02,70.1,54.73,0
T-036,10,7.21,63.79,55.44,0
T-036,11,7.58,67.04,52.46,1
T-036,12,6.63,61.54,43.4,0
T-036,13,7.03,67.26,52.21,0
T-036,14,8.7,65.6,59.56,0
T-036,15,6.69,66.42,45.23,0
T-036,16,6.4,63.06,66.78,0
T-036,17,7.37,60.02,45.79,0
T-036,18,8.73,66.51,50.26,0
T-036,19,7.8,58.81,44.62,0
T-036,20,7.54,64.05,51.79,2
T-036,21,8.04,67.82,36.06,0
T-036,22,6.25,65.58,45.63,0
T-036,23,8.49,70.85,41.26,0
T-036,24,8.38,68.08,51.08,0
T-036,25,7.59,63.04,57.96,0
T-036,26,9.01,65.08,55.17,0
T-036,27,6.87,64.86,31.03,0
T-036,28,9.13,60.25,66.34,1
T-036,29,8.15,62.18,52.36,1
T-036,30,7.66,63.32,43.79,0
T-037,1,8.75,66.17,54.03,0
T-037,2,8.36,66.83,56.33,0
T-037,3,10.96,73.33,55.38,0
T-037,4,9.08,65.12,52.56,1
T-037,5,8.84,62.8,41.05,0
T-037,6,7.24,58.94,57.84,0
T-037,7,8.52,61.41,41.23,0
T-037,8,9.5,68.71,58.76,0
T-037,9,7.84,67.16,55.02,0
T-037,10,7.88,60.95,60.87,0
T-037,11,8.14,72.39,50.2,0
T-037,12,7.34,65.98,43.45,0
T-037,13,8.27,66.38,39.66,0
T-037,14,8.24,71.73,40.55,0
T-037,15,9.48,70.22,36.91,0
T-037,16,7.81,67.34,57.54,0
T-037,17,8.67,67.49,58.54,0
T-037,18,7.84,67.77,54.43,2
T-037,19,8.64,64.28,49.74,0
T-037,20,7.75,65.86,66.49,0
T-037,21,8.57,66.72,49.21,0
T-037,22,8.73,64.62,51.77,0
T-037,23,6.93,62.1,49.62,0
T-037,24,9.1,64.2,47.29,0
T-037,25,7.83,62.04,55.05,0
T-037,26,7.53,65.19,44.93,1
T-037,27,7.29,59.66,44.4,0
T-037,28,8.3,66.02,55.45,0
T-037,29,8.0,60.11,46.02,0
T-037,30,8.37,63.79,51.07,0
T-038,1,8.15,59.83,46.84,0
T-038,2,8.38,59.2,52.56,0
T-038,3,7.07,68.21,45.95,0
T-038,4,7.41,62.68,43.21,0
T-038,5,7.43,65.4,47.72,0
T-038,6,7.72,64.66,46.01,0
T-038,7,9.36,62.34,46.41,0
T-038,8,7.65,67.55,59.32,0
T-038,9,6.86,64.62,47.97,0
T-038,10,8.54,64.29,44.7,0
T-038,11,9.35,65.7,50.22,0
T-038,12,6.74,67.16,50.83,0
T-038,13,9.97,62.12,40.5,0
T-038,14,8.42,67.62,47.61,0
T-038,15,9.03,69.35,47.29,0
T-038,16,9.47,60.72,48.62,0
T-038,17,8.97,65.83,55.8,0
T-038,18,7.89,64.09,51.09,0
T-038,19,9.22,67.1,59.82,0
T-038,20,8.25,61.35,49.91,0
T-038,21,9.09,69.89,64.21,1
T-038,22,9.2,60.18,46.31,0
T-038,23,6.91,64.27,43.84,0
T-038,24,8.79,66.3,54.38,0
T-038,25,7.82,62.94,60.91,0
T-038,26,8.14,62.47,38.97,0
T-038,27,8.13,65.67,48.42,0
T-038,28,8.09,65.23,45.11,0
T-038,29,9.52,65.02,51.14,0
T-038,30,6.63,67.58,50.08,0
T-039,1,8.63,65.55,41.53,0
T-039,2,7.24,66.74,42.65,0
T-039,3,7.37,64.69,52.34,0
T-039,4,8.44,67.8,49.55,0
T-039,5,7.64,61.04,60.2,0
T-039,6,8.59,64.49,56.33,1
T-039,7,7.96,64.25,56.31,0
T-039,8,8.17,64.67,52.1,0
T-039,9,7.51,68.5,42.3,0
T-039,10,6.94,64.69,52.6,0
T-039,11,7.26,64.12,50.51,0
T-039,12,7.9,62.19,40.89,0
T-039,13,9.84,68.99,59.68,0
T-039,14,9.47,60.71,58.82,0
T-039,15,7.35,63.34,40.85,0
T-039,16,8.06,70.08,44.9,0
T-039,17,7.71,66.4,45.6,0
T-039,18,8.13,64.94,54.88,0
T-039,19,8.26,65.07,53.96,0
T-039,20,8.53,62.16,50.36,0
T-039,21,5.1,64.79,52.19,0
T-039,22,8.37,63.95,39.7,0
T-039,23,7.6,65.54,53.05,0
T-039,24,7.3,60.48,49.19,0
T-039,25,8.79,66.19,44.57,0
T-039,26,9.47,68.05,37.74,0
T-039,27,8.69,64.39,50.22,0
T-039,28,7.48,66.94,52.86,0
T-039,29,6.92,65.93,36.38,0
T-039,30,4.99,63.18,50.15,0
T-040,1,8.14,64.93,44.09,0
T-040,2,6.91,68.61,55.22,0
T-040,3,7.13,61.71,61.42,0
T-040,4,8.1,55.47,46.64,0
T-040,5,9.1,65.84,56.05,0
T-040,6,7.74,65.87,34.69,0
T-040,7,7.76,59.93,55.28,0
T-040,8,7.59,62.06,43.57,0
T-040,9,7.47,73.27,52.46,0
T-040,10,8.29,64.08,48.02,0
T-040,11,6.5,67.19,60.56,0
T-040,12,9.28,63.05,43.0,0
T-040,13,7.33,58.73,55.02,0
T-040,14,8.72,64.49,47.76,0
T-040,15,6.73,64.2,48.73,0
T-040,16,8.67,63.8,48.53,0
T-040,17,8.67,64.66,43.23,0
T-040,18,8.38,65.79,49.89,0
T-040,19,7.01,64.55,49.5,0
T-040,20,8.25,61.21,51.93,0
T-040,21,6.82,66.46,50.68,0
T-040,22,7.75,59.15,56.38,1
T-040,23,9.03,58.85,57.39,0
T-040,24,8.8,67.22,41.6,0
T-040,25,8.02,66.52,56.95,0
T-040,26,7.03,64.83,40.51,0
T-040,27,8.65,60.81,54.7,0
T-040,28,8.02,62.88,54.96,0
T-040,29,5.68,64.21,34.71,0
T-040,30,8.78,60.21,50.74,0
T-041,1,7.92,65.36,50.02,0
T-041,2,10.1,66.49,64.13,0
T-041,3,8.55,59.86,40.43,0
T-041,4,8.32,65.47,47.55,0
T-041,5,7.92,59.04,50.97,0
T-041,6,7.3,64.47,43.05,0
T-041,7,8.31,66.97,47.42,0
T-041,8,6.62,68.14,54.76,0
T-041,9,6.66,66.0,43.95,0
T-041,10,9.01,67.03,47.29,1
T-041,11,6.24,64.1,46.55,0
T-041,12,7.68,63.47,49.17,2
T-041,13,6.95,73.08,51.95,0
T-041,14,7.6,67.48,54.69,0
T-041,15,8.18,61.48,65.5,0
T-041,16,8.98,59.8,28.73,0
T-041,17,9.22,63.6,48.66,0
T-041,18,7.08,68.58,39.08,0
T-041,19,7.53,65.15,46.92,0
T-041,20,12.05,58.33,57.05,0
T-041,21,7.75,64.47,59.58,0
T-041,22,7.12,64.99,59.96,0
T-041,23,7.28,57.75,59.88,0
T-041,24,7.76,65.07,48.61,0
T-041,25,7.61,61.96,61.19,0
T-041,26,7.77,59.49,62.77,0
T-041,27,7.98,69.81,51.11,0
T-041,28,7.97,61.83,59.42,0
T-041,29,7.04,63.0,50.33,0
T-041,30,8.37,62.96,61.28,0
T-042,1,7.07,65.17,57.33,0
T-042,2,7.04,65.85,66.46,0
T-042,3,8.14,63.33,43.01,0
T-042,4,8.28,65.07,57.7,0
T-042,5,9.86,67.36,43.26,0
T-042,6,8.97,65.39,51.06,1
T-042,7,8.08,65.13,62.06,0
T-042,8,7.66,66.48,45.84,0
T-042,9,11.01,67.0,49.88,0
T-042,10,8.63,64.81,35.59,0
T-042,11,7.33,63.58,44.69,1
T-042,12,7.78,65.57,34.75,0
T-042,13,7.12,60.22,53.43,0
T-042,14,5.6,64.37,56.65,0
T-042,15,8.31,57.59,48.23,0
T-042,16,9.78,59.97,52.29,0
T-042,17,6.37,59.52,47.39,0
T-042,18,8.06,68.14,55.92,0
T-042,19,7.29,65.04,51.04,0
T-042,20,8.52,61.21,34.11,0
T-042,21,7.83,66.47,57.52,0
T-042,22,6.64,67.97,46.88,0
T-042,23,7.02,66.53,39.84,0
T-042,24,7.17,64.43,46.49,0
T-042,25,9.34,65.7,34.78,0
T-042,26,9.29,67.7,40.0,1
T-042,27,7.69,63.59,51.14,0
T-042,28,9.23,65.09,51.81,0
T-042,29,7.83,64.23,52.45,0
T-042,30,7.67,60.16,50.03,0
T-043,1,19.56,78.99,46.8,0
T-043,2,14.46,89.73,54.29,0
T-043,3,14.75,78.62,47.28,0
T-043,4,14.0,72.38,44.0,0
T-043,5,15.98,83.76,49.99,0
T-043,6,12.35,90.49,58.86,0
T-043,7,18.29,85.48,51.08,0
T-043,8,14.25,78.01,47.79,0
T-043,9,13.71,85.61,52.56,0
T-043,10,16.44,87.63,50.67,1
T-043,11,12.72,85.54,34.53,0
T-043,12,15.94,83.41,55.57,0
T-043,13,17.31,87.92,53.26,0
T-043,14,14.02,74.57,50.13,0
T-043,15,18.61,79.64,58.5,0
T-043,16,15.79,77.17,59.7,0
T-043,17,15.81,93.09,56.39,0
T-043,18,17.23,89.27,43.2,0
T-043,19,17.76,86.11,43.47,0
T-043,20,15.02,76.3,58.94,0
T-043,21,16.09,89.46,34.98,0
T-043,22,17.29,93.32,48.81,0
T-043,23,12.18,88.43,53.52,0
T-043,24,11.04,84.79,36.0,0
T-043,25,14.38,88.79,51.87,0
T-043,26,10.99,86.64,57.64,0
T-043,27,13.87,90.56,38.12,0
T-043,28,15.13,90.42,63.27,0
T-043,29,13.95,83.67,41.92,0
T-043,30,14.22,81.04,54.6,0
T-044,1,7.67,70.42,60.02,0
T-044,2,7.49,66.52,43.77,0
T-044,3,8.15,61.83,52.18,0
T-044,4,8.77,64.23,53.34,0
T-044,5,10.38,65.92,59.53,0
T-044,6,8.83,71.2,43.45,0
T-044,7,9.16,60.81,58.74,0
T-044,8,7.49,68.61,45.62,0
T-044,9,6.97,65.54,39.31,0
T-044,10,8.06,67.51,55.79,0
T-044,11,8.11,64.69,60.33,0
T-044,12,6.92,62.47,70.7,0
T-044,13,7.82,67.25,40.4,0
T-044,14,8.4,66.96,55.59,0
T-044,15,8.36,67.92,46.72,0
T-044,16,8.5,64.96,56.27,0
T-044,17,8.29,63.2,38.24,0
T-044,18,7.49,60.32,39.9,0
T-044,19,7.49,67.46,43.79,0
T-044,20,6.8,66.27,50.63,0
T-044,21,9.78,62.1,44.87,0
T-044,22,8.01,63.38,55.27,0
T-044,23,7.78,63.6,58.22,0
T-044,24,7.07,60.55,54.8,0
T-044,25,10.94,62.55,62.95,0
T-044,26,6.93,61.6,53.33,0
T-044,27,7.57,63.76,40.26,0
T-044,28,8.42,62.78,60.91,0
T-044,29,8.6,60.12,45.16,1
T-044,30,8.96,71.07,57.28,0
T-045,1,6.86,65.38,44.56,0
T-045,2,7.72,63.35,50.11,0
T-045,3,9.25,63.71,55.84,0
T-045,4,8.98,66.15,50.48,0
T-045,5,6.88,61.83,60.03,0
T-045,6,7.82,65.77,53.17,0
T-045,7,8.73,69.53,56.02,0
T-045,8,8.66,58.6,56.57,2
T-045,9,8.98,60.38,41.47,0
T-045,10,8.38,67.03,50.4,0
T-045,11,8.55,69.09,47.34,0
T-045,12,8.34,63.53,58.35,0
T-045,13,9.58,59.01,53.71,0
T-045,14,7.58,69.3,48.49,0
T-045,15,8.05,62.57,39.75,0
T-045,16,6.99,63.92,37.22,0
T-045,17,6.79,65.96,52.48,0
T-045,18,8.32,63.0,44.26,0
T-045,19,7.28,62.37,55.33,0
T-045,20,7.94,62.43,36.85,0
T-045,21,9.62,70.57,62.74,0
T-045,22,9.56,68.48,55.31,0
T-045,23,10.22,66.72,50.79,0
T-045,24,9.64,58.44,63.46,0
T-045,25,10.4,66.73,57.59,0
T-045,26,8.44,66.57,46.2,0
T-045,27,7.1,61.17,50.62,0
T-045,28,7.0,65.78,34.29,0
T-045,29,9.4,68.15,58.51,0
T-045,30,8.05,66.71,47.63,0
T-046,1,7.37,69.01,39.01,0
T-046,2,6.95,68.02,57.74,0
T-046,3,8.68,60.77,61.26,0
T-046,4,7.95,68.26,40.33,0
T-046,5,7.02,64.54,38.71,0
T-046,6,7.6,62.42,48.91,0
T-046,7,4.93,59.06,44.99,0
T-046,8,8.78,64.19,51.16,0
T-046,9,7.83,64.96,59.66,0
T-046,10,5.59,69.76,32.03,0
T-046,11,6.54,67.87,62.65,0
T-046,12,7.58,63.25,46.75,0
T-046,13,6.69,66.17,54.09,0
T-046,14,8.79,67.48,54.95,0
