Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade,Parental_Education,Parental_Income,Extracurricular_Activities,Commute_Time,Part_Time_Job_Hours,Access_to_Resources,Peer_Study_Group,Health_Metrics
S00209,22,Female,30,Kinesthetic,15,Yes,96,40,75,No,Low,16,8,D,High School,44204.0,15,21,20,False,True,Excellent
S00210,27,Male,32,Visual,15,Yes,71,40,71,No,Medium,4,4,D,High School,40719.0,15,114,19,False,True,Poor
S00211,18,Female,42,Kinesthetic,17,Yes,98,50,73,Yes,Low,20,5,D,High School,20394.0,11,20,11,True,True,Poor
S00212,22,Male,23,Reading/Writing,14,No,91,90,76,No,Low,27,10,A,Master's,94473.65,18,99,10,True,True,Excellent
S00213,21,Female,37,Reading/Writing,17,Yes,78,61,63,Yes,Medium,12,10,C,Bachelor's,74005.0,13,138,10,False,True,Average
S00214,18,Male,12,Visual,4,No,54,68,63,Yes,High,23,10,C,Bachelor's,73387.0,21,105,22,False,False,Poor
S00215,29,Male,32,Auditory,4,Yes,64,85,55,Yes,Medium,12,6,A,Master's,121075.45,15,111,7,True,True,Average
S00216,25,Male,12,Reading/Writing,14,No,72,73,83,Yes,Medium,0,6,B,Master's,116375.4,21,106,20,True,False,Average
S00217,19,Male,11,Reading/Writing,1,Yes,53,91,100,Yes,High,3,6,A,PhD,167615.94999999998,22,25,16,False,True,Poor
S00218,19,Female,20,Kinesthetic,17,Yes,51,79,65,Yes,Medium,13,8,B,Master's,132074.05,19,72,15,True,True,Average
S00219,20,Female,41,Visual,10,No,65,91,54,Yes,Medium,22,10,A,PhD,153566.4,12,109,1,True,False,Average
S00220,26,Male,18,Reading/Writing,14,Yes,52,94,64,No,Low,22,8,A,Master's,131570.34999999998,19,94,12,False,True,Excellent
S00221,24,Male,46,Auditory,1,Yes,70,76,93,No,Medium,7,5,B,Master's,128109.99999999999,10,50,3,True,True,Poor
S00222,29,Male,13,Visual,12,Yes,59,58,83,Yes,Medium,1,7,C,Bachelor's,74755.0,21,14,23,False,True,Average
S00223,25,Male,41,Reading/Writing,13,Yes,55,52,51,Yes,Medium,3,6,D,High School,31171.0,12,118,11,False,True,Average
S00224,27,Male,26,Auditory,16,Yes,53,78,98,Yes,Medium,3,5,B,Master's,117948.59999999999,17,59,12,False,True,Poor
S00225,26,Female,48,Kinesthetic,19,Yes,91,60,100,Yes,High,18,6,C,Bachelor's,51332.0,9,29,6,False,True,Poor
S00226,26,Female,34,Visual,4,Yes,61,77,51,No,Low,15,10,B,PhD,197187.05,14,43,8,True,True,Excellent
S00227,28,Male,31,Auditory,10,No,78,85,86,No,Medium,27,9,A,Master's,130513.49999999999,15,75,7,True,False,Average
S00228,20,Female,20,Reading/Writing,8,No,54,44,94,Yes,High,8,8,D,High School,43299.0,19,26,24,False,False,Poor
S00229,19,Female,37,Kinesthetic,4,Yes,73,45,60,No,Low,16,7,D,High School,40997.0,13,105,14,True,True,Average
S00230,27,Male,42,Kinesthetic,19,Yes,73,79,54,No,Low,21,6,B,Master's,120325.65,11,178,4,True,False,Average
S00231,28,Female,28,Visual,9,No,67,60,53,Yes,Low,7,9,C,Bachelor's,52105.0,16,144,16,True,False,Excellent
S00232,27,Female,45,Visual,16,No,55,67,60,Yes,Low,13,9,C,Bachelor's,52795.0,10,148,5,False,False,Excellent
S00233,21,Female,8,Reading/Writing,10,Yes,79,75,55,Yes,High,11,9,B,Master's,116191.4,23,31,22,True,True,Poor
S00234,21,Male,23,Kinesthetic,4,Yes,91,84,83,Yes,Medium,19,6,B,Master's,132851.44999999998,18,109,12,True,True,Average
S00235,28,Male,18,Reading/Writing,8,No,94,55,96,No,Medium,14,9,C,Bachelor's,73953.0,19,27,22,False,True,Average
S00236,22,Male,8,Kinesthetic,3,No,60,42,68,No,Low,22,8,D,High School,29457.0,23,33,30,False,False,Excellent
S00237,22,Male,49,Kinesthetic,10,No,55,56,56,Yes,Medium,25,10,C,Bachelor's,66901.0,9,60,6,False,True,Average
S00238,21,Female,25,Auditory,19,Yes,79,77,62,No,Medium,20,4,B,Master's,110934.74999999999,17,100,12,True,True,Poor
S00239,29,Male,12,Visual,20,Yes,98,73,87,No,Medium,16,6,B,Master's,103811.65,21,73,20,True,True,Average
S00240,27,Female,42,Auditory,14,No,76,77,75,No,Medium,27,8,B,PhD,227498.74999999997,11,24,4,False,False,Average
S00241,19,Female,48,Visual,2,Yes,71,56,78,Yes,Low,1,5,C,Bachelor's,74379.0,9,77,7,False,True,Poor
S00242,21,Male,46,Visual,19,Yes,51,84,79,Yes,Medium,22,6,B,Master's,114397.4,10,98,1,True,False,Average
S00243,21,Male,30,Auditory,2,Yes,94,46,51,No,Low,22,7,D,High School,35487.0,15,64,18,True,False,Average
S00244,29,Female,12,Visual,3,No,50,45,93,Yes,Medium,30,6,D,High School,29701.0,21,61,27,False,False,Average
S00245,22,Female,28,Auditory,3,Yes,66,87,68,No,Medium,13,5,A,Master's,103404.54999999999,16,174,9,True,True,Poor
S00246,28,Male,10,Visual,5,Yes,56,45,99,Yes,Low,12,7,D,High School,25885.0,22,81,28,False,False,Average
S00247,20,Female,33,Visual,4,Yes,90,87,64,Yes,Medium,9,6,A,PhD,225641.49999999997,14,16,6,True,True,Average
S00248,27,Male,41,Visual,15,Yes,66,99,84,No,Medium,14,10,A,Master's,100166.15,12,77,0,True,True,Average
S00249,25,Female,36,Kinesthetic,18,Yes,78,59,99,No,Medium,4,7,C,Bachelor's,58445.0,13,96,12,False,True,Average
S00250,21,Male,48,Reading/Writing,17,Yes,97,84,78,Yes,Low,19,7,B,Master's,114825.2,9,84,0,True,True,Average
S00251,26,Female,5,Auditory,19,Yes,77,59,87,No,Low,9,5,C,Bachelor's,61445.0,24,66,27,False,True,Poor
S00252,27,Female,21,Auditory,0,No,73,89,67,Yes,High,29,6,A,Master's,136683.25,18,147,11,True,False,Poor
S00253,29,Male,21,Auditory,4,No,86,40,89,Yes,Low,25,10,D,High School,37961.0,18,82,24,False,False,Excellent
S00254,29,Female,24,Kinesthetic,5,No,50,52,78,Yes,Medium,30,6,D,High School,26416.0,17,26,20,False,False,Average
S00255,22,Male,24,Kinesthetic,4,No,61,71,91,Yes,Medium,28,5,B,Master's,101763.49999999999,17,68,15,True,False,Poor
S00256,28,Male,27,Reading/Writing,0,No,89,46,96,Yes,Medium,0,5,D,High School,33522.0,16,45,19,False,False,Poor
S00257,21,Female,16,Auditory,19,Yes,58,69,84,Yes,Low,4,4,C,Bachelor's,64719.0,20,94,19,False,True,Poor
S00258,21,Other,24,Kinesthetic,16,Yes,51,64,98,Yes,Low,9,9,C,Bachelor's,62894.0,17,115,17,False,False,Excellent
S00259,27,Female,10,Visual,14,Yes,55,85,85,Yes,Low,27,4,A,PhD,225204.49999999997,22,103,18,False,True,Poor
S00260,29,Female,29,Reading/Writing,2,Yes,82,76,68,Yes,Medium,14,7,B,Master's,123810.15,16,178,11,False,True,Average
S00261,27,Female,6,Kinesthetic,4,No,77,67,99,No,Medium,18,9,C,Bachelor's,70117.0,23,74,25,True,False,Average
S00262,18,Female,35,Auditory,18,No,57,75,97,No,Medium,23,7,B,PhD,206243.3,14,12,8,True,False,Average
S00263,29,Female,25,Reading/Writing,11,Yes,57,59,55,Yes,Medium,9,10,C,Bachelor's,74305.0,17,121,17,False,True,Average
S00264,20,Male,12,Kinesthetic,8,No,67,65,71,Yes,Medium,22,10,C,Bachelor's,50215.0,21,81,22,True,False,Average
S00265,28,Male,26,Kinesthetic,5,Yes,67,75,84,Yes,Low,19,7,B,PhD,213932.19999999998,17,107,13,True,True,Average
S00266,20,Female,32,Visual,4,Yes,72,55,86,Yes,Low,28,10,C,Bachelor's,61236.0,15,89,15,False,True,Excellent
S00267,22,Female,13,Auditory,6,Yes,85,84,76,Yes,High,1,10,B,PhD,176173.09999999998,21,104,17,True,True,Poor
S00268,28,Female,6,Auditory,0,No,59,88,70,No,Medium,12,5,A,Master's,120785.65,23,46,20,False,True,Poor
S00269,29,Female,29,Kinesthetic,3,No,69,82,79,Yes,Medium,18,4,B,PhD,193265.55,16,30,9,False,False,Poor
S00270,19,Female,17,Reading/Writing,2,No,55,46,71,Yes,High,20,6,D,High School,36021.0,20,36,24,False,False,Poor
S00271,18,Male,33,Reading/Writing,17,No,79,44,95,Yes,Low,15,10,D,High School,47751.0,14,51,17,False,False,Excellent
S00272,25,Other,39,Auditory,2,Yes,96,92,94,Yes,High,21,10,A,Master's,121845.95,12,50,2,True,False,Poor
S00273,24,Female,10,Visual,16,No,81,68,66,Yes,Medium,11,4,C,Bachelor's,66214.0,22,43,23,False,False,Poor
S00274,19,Male,36,Visual,10,Yes,63,45,59,Yes,High,7,10,D,High School,28542.0,13,171,15,False,True,Poor
S00275,23,Female,35,Auditory,17,No,75,84,63,No,High,5,9,B,PhD,179378.15,14,154,6,True,False,Poor
S00276,26,Male,39,Visual,5,Yes,77,66,87,Yes,Low,24,5,C,Bachelor's,66866.0,12,87,8,False,True,Poor
S00277,20,Female,25,Reading/Writing,15,Yes,53,94,51,Yes,Medium,20,10,A,Master's,107296.15,17,45,8,False,True,Average
S00278,27,Female,27,Reading/Writing,18,No,87,81,85,Yes,High,22,10,B,PhD,219744.3,16,98,10,True,False,Poor
S00279,23,Male,12,Visual,9,No,65,42,89,Yes,Medium,0,4,D,High School,24827.0,21,63,28,False,False,Poor
S00280,18,Female,12,Reading/Writing,17,No,74,66,82,Yes,Low,6,6,C,Bachelor's,78258.0,21,90,22,False,True,Average
S00281,18,Male,13,Visual,0,No,97,50,85,Yes,Low,4,6,D,High School,27164.0,21,12,25,True,False,Average
S00282,23,Male,28,Reading/Writing,1,No,61,71,91,Yes,Low,0,10,B,Master's,117988.84999999999,16,35,13,True,False,Excellent
S00283,21,Female,25,Kinesthetic,9,Yes,87,46,64,Yes,High,2,5,D,High School,25294.0,17,123,20,False,True,Poor
S00284,23,Female,43,Kinesthetic,12,Yes,70,49,81,Yes,Medium,1,9,D,High School,28702.0,11,44,10,False,True,Average
S00285,25,Female,34,Kinesthetic,16,Yes,63,67,72,Yes,Medium,5,4,C,Bachelor's,63880.0,14,71,11,True,False,Poor
S00286,26,Male,29,Reading/Writing,14,No,100,54,64,Yes,Medium,17,7,D,High School,43889.0,16,156,16,False,False,Average
S00287,24,Male,26,Kinesthetic,12,Yes,59,93,68,Yes,Low,8,6,A,Master's,127030.15,17,106,8,True,False,Average
S00288,20,Female,39,Reading/Writing,3,Yes,73,82,78,Yes,Medium,29,9,B,Master's,109322.45,12,94,4,True,True,Average
S00289,25,Male,28,Kinesthetic,5,Yes,97,48,53,Yes,High,19,4,D,High School,43324.0,16,154,19,True,False,Poor
S00290,26,Male,43,Kinesthetic,17,No,93,69,95,Yes,Medium,0,5,C,Bachelor's,64335.0,11,35,5,False,True,Poor
S00291,25,Female,28,Reading/Writing,18,No,77,62,69,Yes,Low,11,10,C,Bachelor's,69255.0,16,133,15,False,False,Excellent
S00292,27,Male,12,Kinesthetic,9,Yes,100,47,58,Yes,Medium,19,9,D,High School,26956.0,21,115,27,False,False,Average
S00293,25,Male,26,Auditory,8,Yes,84,92,69,No,High,15,4,A,Master's,116789.4,17,178,9,True,True,Poor
S00294,28,Male,43,Auditory,6,No,90,86,87,Yes,Low,10,6,A,Master's,110743.84999999999,11,71,1,True,False,Average
S00295,26,Male,42,Visual,10,Yes,68,61,55,Yes,Medium,7,8,C,Bachelor's,76410.0,11,132,8,False,True,Average
S00296,26,Male,40,Kinesthetic,0,No,91,52,51,No,Medium,29,7,D,High School,40913.0,12,54,12,False,False,Average
S00297,25,Male,33,Auditory,15,No,64,50,93,Yes,Low,1,6,D,High School,48550.0,14,104,15,False,True,Average
S00298,19,Male,15,Visual,1,Yes,79,46,59,Yes,High,22,7,D,High School,37441.0,20,162,25,False,True,Poor
S00299,18,Female,29,Visual,8,No,79,71,86,No,Medium,3,5,B,Master's,106098.99999999999,16,54,12,True,False,Poor
S00300,28,Female,21,Kinesthetic,17,Yes,60,99,78,No,Low,13,8,A,Master's,118612.15,18,76,9,True,False,Excellent
S00301,23,Male,5,Auditory,17,Yes,92,40,83,No,Medium,9,10,D,High School,49101.0,24,67,32,False,True,Average
S00302,25,Male,11,Auditory,11,No,77,81,98,Yes,High,22,5,B,Master's,131951.0,22,17,18,True,False,Poor
S00303,28,Female,39,Reading/Writing,16,No,83,58,77,No,High,9,8,C,Bachelor's,78876.0,12,45,10,False,False,Poor
S00304,20,Female,10,Auditory,3,No,52,75,77,Yes,Low,22,7,B,PhD,204310.15,22,17,21,True,True,Average
S00305,21,Female,40,Auditory,1,Yes,91,57,70,No,Low,20,5,C,Bachelor's,79571.0,12,79,10,False,False,Poor
S00306,28,Male,15,Visual,14,No,82,98,97,No,High,10,8,A,Master's,128484.9,20,32,12,True,False,Poor
S00307,18,Male,21,Kinesthetic,13,No,100,47,67,No,Medium,12,10,D,High School,29595.0,18,153,22,False,True,Average
S00308,27,Female,5,Visual,8,Yes,99,60,89,No,Medium,8,8,C,Bachelor's,64586.0,24,26,27,False,False,Average
S00309,25,Male,27,Auditory,17,No,82,84,78,No,Low,30,7,B,Master's,136753.4,16,56,10,True,True,Average
S00310,28,Male,46,Auditory,20,No,67,50,51,Yes,Medium,10,10,D,High School,33591.0,10,168,9,True,True,Average
S00311,25,Female,9,Kinesthetic,14,No,95,42,59,No,Medium,22,10,D,High School,32344.0,22,126,29,False,False,Average
S00312,24,Female,45,Kinesthetic,14,Yes,92,41,74,Yes,Medium,8,4,D,High School,30137.0,10,29,11,False,True,Poor
S00313,24,Male,24,Visual,16,Yes,98,50,80,Yes,Medium,1,10,D,High School,28847.0,17,17,20,False,True,Average
S00314,20,Male,44,Auditory,15,Yes,93,60,96,No,Low,19,6,C,Bachelor's,67018.0,11,31,8,False,True,Average
S00315,21,Female,28,Auditory,8,Yes,53,84,70,No,High,12,8,B,Master's,97033.54999999999,16,57,10,True,True,Poor
S00316,21,Female,31,Kinesthetic,18,Yes,61,92,85,Yes,Medium,6,6,A,Master's,116566.29999999999,15,90,6,False,False,Average
S00317,22,Other,33,Kinesthetic,5,Yes,64,85,52,No,Medium,2,6,A,PhD,212976.55,14,55,6,True,True,Average
S00318,24,Male,38,Auditory,6,Yes,100,84,99,Yes,Medium,7,9,B,Master's,110928.99999999999,13,97,5,True,False,Average
S00319,19,Male,40,Reading/Writing,16,Yes,71,42,94,Yes,Medium,26,6,D,High School,44842.0,12,105,14,True,True,Average
S00320,25,Female,16,Reading/Writing,17,Yes,84,63,91,Yes,Medium,0,8,C,Bachelor's,54273.0,20,116,21,False,False,Average
S00321,23,Male,16,Auditory,1,Yes,79,59,98,Yes,Medium,9,5,C,Bachelor's,56253.0,20,80,22,True,True,Poor
S00322,22,Female,44,Kinesthetic,9,Yes,95,100,74,No,Medium,28,8,A,Master's,120291.15,11,94,0,True,True,Average
S00323,19,Female,26,Kinesthetic,0,Yes,67,74,89,No,Medium,4,4,B,Master's,106995.99999999999,17,54,13,True,True,Poor
S00324,28,Male,12,Reading/Writing,3,No,95,52,78,Yes,Medium,5,8,D,High School,47918.0,21,46,26,False,False,Average
S00325,23,Female,48,Reading/Writing,15,Yes,51,64,50,Yes,Low,14,7,C,Bachelor's,61232.0,9,150,5,False,True,Average
S00326,19,Female,9,Auditory,5,Yes,100,49,95,Yes,Low,13,8,D,High School,36090.0,22,85,27,False,True,Excellent
S00327,21,Female,23,Reading/Writing,2,Yes,54,98,95,No,Medium,0,5,A,PhD,144803.4,18,112,8,True,True,Poor
S00328,23,Male,38,Visual,5,Yes,70,76,76,Yes,Medium,16,4,B,Master's,114749.29999999999,13,118,7,False,True,Poor
S00329,27,Male,23,Auditory,11,Yes,68,55,80,No,Medium,9,6,C,Bachelor's,52541.0,18,105,19,False,False,Average
S00330,20,Female,30,Reading/Writing,11,Yes,54,80,89,Yes,Low,1,5,B,Master's,108328.84999999999,15,79,10,False,True,Poor
S00331,24,Other,40,Reading/Writing,4,Yes,95,73,87,Yes,Medium,21,4,B,Master's,112024.95,12,118,6,True,True,Poor
S00332,25,Male,48,Auditory,14,No,76,63,71,Yes,High,1,6,C,Bachelor's,72279.0,9,49,5,False,False,Poor
S00333,22,Female,48,Visual,6,Yes,96,91,95,No,Medium,16,5,A,Master's,120436.04999999999,9,17,0,True,True,Poor
S00334,26,Male,8,Visual,18,No,72,70,90,Yes,Medium,10,7,B,Master's,110199.9,23,113,23,True,False,Average
S00335,26,Male,38,Auditory,19,No,64,52,63,Yes,Low,9,6,D,High School,28749.0,13,129,13,False,False,Average
S00336,27,Female,46,Kinesthetic,13,No,82,89,62,Yes,Medium,1,5,A,Master's,107413.45,10,60,0,True,False,Poor
S00337,23,Female,49,Kinesthetic,11,Yes,68,93,56,No,High,29,7,A,PhD,214601.49999999997,9,21,0,True,False,Poor
S00338,21,Male,8,Reading/Writing,9,Yes,57,78,63,No,Medium,19,6,B,Master's,107654.95,23,58,21,True,True,Average
S00339,23,Female,10,Auditory,0,No,53,69,79,Yes,Low,13,7,C,Bachelor's,52188.0,22,32,22,False,False,Average
S00340,25,Male,13,Auditory,5,No,68,67,51,Yes,High,18,5,C,Bachelor's,56046.0,21,43,21,True,False,Poor
S00341,21,Male,7,Kinesthetic,14,No,61,46,81,Yes,Low,18,9,D,High School,46969.0,23,21,29,False,False,Excellent
S00342,18,Male,19,Kinesthetic,10,No,92,96,92,No,Medium,30,6,A,Master's,121963.24999999999,19,13,11,True,False,Average
S00343,23,Male,20,Visual,13,Yes,77,74,79,Yes,Medium,13,6,B,Master's,109301.74999999999,19,23,16,False,True,Average
S00344,23,Male,43,Reading/Writing,10,No,85,44,97,No,High,28,4,D,High School,32906.0,11,101,12,False,False,Poor
S00345,20,Male,11,Kinesthetic,8,Yes,81,77,59,Yes,Medium,13,6,B,Master's,136820.09999999998,22,94,19,True,True,Average
S00346,23,Female,12,Reading/Writing,3,No,92,74,73,Yes,Medium,8,7,B,Master's,105348.04999999999,21,51,20,True,False,Average
S00347,26,Male,42,Auditory,14,No,52,100,95,No,High,3,8,A,PhD,166120.94999999998,11,67,0,True,False,Poor
S00348,19,Female,44,Visual,2,Yes,70,87,84,No,Medium,13,4,A,PhD,141899.65,11,77,1,True,True,Poor
S00349,24,Male,7,Auditory,16,No,95,53,55,No,Medium,26,7,D,High School,25452.0,23,153,27,True,False,Average
S00350,22,Female,8,Reading/Writing,19,No,62,92,53,Yes,Low,26,9,A,Master's,123531.84999999999,23,142,18,True,True,Excellent
S00351,29,Female,43,Reading/Writing,1,No,65,47,89,Yes,Low,19,9,D,High School,26543.0,11,67,11,True,True,Excellent
S00352,28,Female,35,Auditory,14,No,72,51,56,Yes,High,13,5,D,High School,46676.0,14,138,14,False,False,Poor
S00353,20,Female,23,Visual,12,No,54,47,80,No,Medium,17,5,D,High School,45871.0,18,49,21,False,False,Poor
S00354,29,Male,28,Visual,9,Yes,58,84,53,Yes,Medium,0,9,B,Master's,112151.45,16,63,10,True,True,Average
S00355,19,Male,34,Auditory,17,No,64,60,69,Yes,Low,26,8,C,Bachelor's,54027.0,14,16,13,False,False,Excellent
S00356,24,Female,21,Auditory,20,No,51,60,56,Yes,High,2,8,C,Bachelor's,70435.0,18,156,19,False,False,Poor
S00357,27,Female,5,Auditory,19,Yes,89,47,80,Yes,Low,28,10,D,High School,30776.0,24,13,30,False,True,Excellent
S00358,25,Other,49,Auditory,12,No,76,70,55,No,Low,17,9,B,PhD,177740.55,9,91,2,False,False,Excellent
S00359,26,Male,15,Kinesthetic,3,Yes,55,86,55,Yes,High,12,8,A,PhD,151448.09999999998,20,33,15,True,True,Poor
S00360,29,Female,17,Kinesthetic,9,No,52,69,67,No,High,20,8,C,Bachelor's,71438.0,20,175,18,False,True,Poor
S00361,25,Male,10,Auditory,10,Yes,91,64,69,Yes,High,7,10,C,Bachelor's,71255.0,22,64,24,True,True,Poor
S00362,20,Male,6,Auditory,13,Yes,90,77,87,Yes,Medium,10,4,B,Master's,135399.84999999998,23,46,22,True,True,Poor
S00363,26,Female,12,Kinesthetic,5,No,89,78,61,No,High,1,5,B,PhD,189830.49999999997,21,36,19,True,False,Poor
S00364,18,Female,30,Reading/Writing,5,No,77,55,56,Yes,High,20,9,C,Bachelor's,74311.0,15,60,16,True,False,Poor
S00365,19,Male,44,Reading/Writing,0,No,64,56,98,No,Medium,27,5,C,Bachelor's,66629.0,11,15,9,False,False,Poor
S00366,22,Female,45,Auditory,7,No,63,75,60,Yes,Low,4,6,B,PhD,152431.34999999998,10,48,3,True,False,Average
S00367,29,Male,8,Reading/Writing,15,No,64,76,87,Yes,Medium,15,5,B,Master's,116823.9,23,17,22,False,False,Poor
S00368,19,Male,45,Reading/Writing,15,No,92,84,91,Yes,High,18,7,B,Master's,129768.29999999999,10,45,1,True,False,Poor
S00369,27,Male,34,Visual,5,Yes,93,45,89,Yes,Medium,5,8,D,High School,39957.0,14,112,16,False,True,Average
S00370,24,Female,26,Visual,7,No,91,42,50,Yes,Low,29,9,D,High School,30260.0,17,177,21,False,False,Excellent
S00371,27,Male,41,Reading/Writing,2,No,51,91,60,Yes,Medium,3,7,A,Master's,131555.4,12,75,1,True,True,Average
S00372,18,Male,49,Auditory,1,No,100,86,86,No,Low,26,9,A,Master's,102004.99999999999,9,64,0,True,False,Excellent
S00373,20,Male,38,Kinesthetic,15,Yes,88,68,77,Yes,High,6,10,C,Bachelor's,74019.0,13,34,9,True,False,Poor
S00374,29,Female,29,Auditory,16,No,90,83,51,Yes,Medium,18,6,B,Master's,114537.7,16,111,9,False,True,Average
S00375,25,Female,11,Kinesthetic,5,Yes,95,55,67,Yes,High,28,7,C,Bachelor's,75013.0,22,75,25,False,True,Poor
S00376,20,Male,6,Kinesthetic,20,Yes,64,64,57,No,Low,3,9,C,Bachelor's,51603.0,23,117,26,False,True,Excellent
S00377,28,Female,47,Kinesthetic,17,No,98,81,75,Yes,Medium,9,4,B,Master's,95926.09999999999,10,104,0,True,False,Poor
S00378,27,Female,44,Auditory,20,Yes,70,89,56,Yes,Medium,24,7,A,PhD,142230.84999999998,11,100,0,False,False,Average
S00379,25,Female,43,Reading/Writing,14,Yes,56,88,77,Yes,Medium,2,4,A,Master's,136900.59999999998,11,14,1,True,True,Poor
S00380,23,Male,39,Visual,10,No,87,89,77,No,High,18,7,A,Master's,114804.49999999999,12,60,2,True,True,Poor
S00381,21,Male,36,Auditory,12,Yes,91,53,87,No,Medium,1,10,D,High School,22179.0,13,51,13,False,False,Average
S00382,27,Female,18,Visual,1,Yes,87,86,51,Yes,Low,1,8,A,PhD,202766.84999999998,19,97,14,True,False,Excellent
S00383,18,Female,47,Reading/Writing,6,Yes,64,76,80,Yes,Medium,10,4,B,PhD,161929.19999999998,10,52,2,True,True,Poor
S00384,18,Male,46,Visual,18,No,57,50,87,Yes,Low,14,8,D,High School,41342.0,10,95,9,True,True,Excellent
S00385,23,Female,6,Auditory,6,Yes,62,92,60,No,Low,3,8,A,PhD,192769.9,23,177,19,True,True,Excellent
S00386,28,Female,29,Kinesthetic,12,No,75,76,71,Yes,Medium,18,10,B,Master's,95478.74999999999,16,16,11,False,False,Average
S00387,20,Male,22,Visual,17,Yes,50,45,88,Yes,Medium,5,5,D,High School,22629.0,18,15,22,True,False,Poor
S00388,23,Male,48,Visual,16,Yes,98,89,63,Yes,Medium,28,7,A,Master's,104385.49999999999,9,18,0,True,True,Average
S00389,27,Female,20,Kinesthetic,13,No,68,56,61,Yes,Medium,19,6,C,Bachelor's,72574.0,19,60,21,False,False,Average
S00390,26,Male,16,Kinesthetic,6,Yes,55,95,58,No,Low,17,7,A,Master's,124079.24999999999,20,172,13,True,True,Average
S00391,18,Male,46,Kinesthetic,8,No,59,69,97,Yes,Medium,21,8,C,Bachelor's,58226.0,10,19,4,False,True,Average
S00392,28,Male,29,Visual,14,Yes,82,77,86,Yes,Low,2,5,B,Master's,103301.04999999999,16,55,10,False,True,Poor
S00393,18,Male,17,Kinesthetic,13,Yes,68,73,80,No,Medium,6,5,B,Master's,100266.2,20,114,17,True,True,Poor
S00394,27,Female,16,Kinesthetic,19,Yes,87,59,100,No,High,0,4,C,Bachelor's,55527.0,20,32,22,False,True,Poor
S00395,18,Female,23,Auditory,3,No,56,69,74,Yes,Medium,9,7,C,Bachelor's,51288.0,18,87,15,False,False,Average
S00396,23,Male,34,Reading/Writing,10,Yes,100,59,80,No,Medium,16,4,C,Bachelor's,66022.0,14,31,13,True,True,Poor
S00397,27,Male,9,Reading/Writing,12,Yes,76,47,100,Yes,Medium,14,6,D,High School,22704.0,22,81,28,False,True,Average
S00398,29,Male,35,Visual,11,No,81,47,50,No,Medium,21,7,D,High School,22600.0,14,154,15,False,True,Average
S00399,23,Male,30,Reading/Writing,19,Yes,52,66,50,Yes,High,10,7,C,Bachelor's,55882.0,15,88,13,False,False,Poor
S00400,26,Female,9,Visual,3,Yes,57,80,64,No,Medium,29,7,B,PhD,200203.49999999997,22,141,20,False,True,Average
S00401,18,Female,38,Auditory,16,Yes,50,72,62,No,Low,3,6,B,PhD,179235.55,13,34,8,True,True,Average
S00402,29,Female,25,Reading/Writing,13,Yes,71,59,77,Yes,High,30,4,C,Bachelor's,50711.0,17,109,17,True,True,Poor
S00403,26,Male,18,Auditory,10,Yes,77,97,96,Yes,Medium,11,5,A,PhD,165187.15,19,56,11,True,False,Poor
S00404,19,Male,44,Kinesthetic,13,Yes,94,88,62,Yes,Medium,1,10,A,Master's,108389.79999999999,11,123,1,True,True,Average
S00405,28,Female,36,Reading/Writing,20,No,76,48,51,Yes,High,28,10,D,High School,46916.0,13,18,15,True,False,Poor
S00406,24,Male,15,Visual,8,Yes,59,68,71,Yes,High,30,4,C,Bachelor's,55436.0,20,63,20,True,True,Poor
S00407,20,Female,10,Visual,20,Yes,93,51,50,Yes,Medium,20,10,D,High School,47511.0,22,76,27,False,False,Average
S00408,19,Female,10,Visual,17,No,61,65,64,No,Medium,3,10,C,Bachelor's,68145.0,22,30,23,False,False,Average
S00409,23,Male,11,Visual,20,No,72,53,62,Yes,Medium,11,9,D,High School,24475.0,22,45,25,False,False,Average
S00410,26,Male,39,Reading/Writing,4,No,89,66,89,Yes,Low,2,6,C,Bachelor's,66680.0,12,103,8,False,False,Average
S00411,21,Female,5,Auditory,0,Yes,57,42,52,Yes,Medium,14,4,D,High School,28643.0,24,60,31,True,True,Poor
