Student_ID,Age,Study_Hours_per_Week,Online_Courses_Completed,Assignment_Completion_Rate,Exam_Score,Attendance_Rate,Sleep_Hours_per_Night,Parental_Income,Extracurricular_Activities,Commute_Time,Part_Time_Job_Hours,Time_Spent_on_Social_Media,Gender,Preferred_Learning_Style,Participation_in_Discussions,Use_of_Educational_Tech,Peer_Study_Group,Self_Reported_Stress_Level,Parental_Education,Health_Metrics,Final_Grade,Letter_Grade
S00148,22,17.1,9.11,80.6,59.73,85.18,7.8,117688.07,16.28,120.3,12.5,4.27,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,82.56,B-
S00149,21,32.5,10.56,75.92,69.34,84.76,7.4,61290.6,15.19,77.2,11.5,4.24,Male,Visual,Yes,Yes,True,Medium,High_School_Diploma,Average,84.65,B
S00150,25,33.4,10.12,88.47,87.63,99.09,6.9,130645.4,16.04,75.6,7.8,3.47,Female,Visual,Yes,Yes,True,Low,Bachelors_Degree,Average,98.26,A
S00151,23,30.5,12.81,80.28,76.03,83.35,6.1,95713.96,14.18,134.2,8.4,4.67,Female,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,84.05,B
S00152,21,21.1,11.57,68.86,69.28,71.53,8.7,65189.65,17.43,66.1,7.3,2.99,Female,Reading/Writing,No,Yes,False,High,High_School_Diploma,Excellent,81.08,B-
S00153,21,5.0,8.17,53.12,56.09,69.73,7.6,116819.84,18.62,50.3,15.0,4.09,Other,Auditory,No,No,False,High,Associate_Degree,Average,78.82,C+
S00154,18,37.1,12.34,79.45,63.39,84.29,6.9,55763.3,11.03,62.5,11.5,3.92,Female,Kinesthetic,Yes,Yes,True,Medium,High_School_Diploma,Average,81.69,B-
S00155,22,31.7,8.34,80.94,78.83,87.88,8.9,90997.91,17.45,83.0,9.0,2.99,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Excellent,89.07,B+
S00156,24,21.9,10.72,78.58,70.38,84.4,8.6,135510.32,15.26,100.9,15.4,2.9,Female,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Excellent,89.09,B+
S00157,22,12.5,7.26,60.15,54.67,55.78,8.0,114413.52,13.46,135.4,17.5,5.15,Male,Auditory,No,Yes,False,High,Associate_Degree,Average,70.61,C-
S00158,24,38.3,13.31,90.69,78.39,84.84,6.3,118452.95,13.37,119.1,7.8,4.36,Male,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,93.43,A
S00159,24,36.5,13.34,89.71,92.54,101.73,7.7,179454.89,18.78,84.4,6.0,3.97,Male,Kinesthetic,Yes,Yes,True,Medium,Masters_Degree,Average,103.0,A
S00160,21,27.1,14.38,71.56,74.71,78.1,7.4,123846.92,16.31,37.5,15.3,3.79,Female,Visual,No,Yes,False,High,Associate_Degree,Average,86.95,B
S00161,26,20.2,4.68,74.47,77.91,83.17,7.7,91898.86,17.77,128.7,12.6,3.54,Male,Reading/Writing,No,Yes,False,Low,Some_College_No_Degree,Average,82.45,B-
S00162,22,19.1,8.96,67.24,66.13,70.12,7.7,88454.98,15.99,52.4,15.8,3.64,Female,Reading/Writing,No,No,False,High,Some_College_No_Degree,Average,81.48,B-
S00163,26,17.9,4.36,76.46,73.16,83.42,6.7,124656.2,15.41,122.2,19.0,4.14,Female,Reading/Writing,Yes,Yes,False,Low,Associate_Degree,Average,81.98,B-
S00164,24,28.5,7.67,81.71,81.02,93.44,6.9,59360.0,16.36,55.8,13.2,2.65,Male,Visual,Yes,Yes,True,Low,High_School_Diploma,Average,86.07,B
S00165,21,25.3,12.96,72.17,64.49,74.77,7.1,124094.37,15.78,122.9,11.8,4.99,Male,Visual,No,Yes,False,High,Associate_Degree,Average,79.95,C+
S00166,25,30.9,9.77,86.0,79.86,91.49,6.2,96265.0,16.11,137.6,10.1,3.33,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,86.03,B
S00167,23,16.8,11.75,76.64,69.68,86.17,8.7,125121.64,20.75,99.9,14.8,2.58,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Excellent,86.74,B
S00168,23,27.3,6.34,72.82,83.88,85.3,6.7,83023.5,16.24,51.2,11.3,3.68,Male,Visual,No,No,True,Medium,Some_College_No_Degree,Average,86.84,B
S00169,19,24.5,9.76,63.94,64.82,70.12,8.6,78421.12,16.67,47.0,12.1,2.98,Female,Reading/Writing,No,No,False,High,Some_College_No_Degree,Excellent,82.73,B-
S00170,21,18.0,6.87,75.7,65.86,89.37,7.9,82191.65,18.46,56.3,7.9,3.85,Male,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,85.06,B
S00171,21,21.6,5.71,72.66,62.14,77.42,6.7,68302.76,14.07,62.0,15.7,4.25,Female,Reading/Writing,No,Yes,False,Medium,High_School_Diploma,Average,78.95,C+
S00172,23,22.8,6.39,72.32,80.84,84.63,8.3,96503.78,18.69,84.7,10.7,2.91,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Excellent,84.73,B
S00173,21,17.5,7.5,72.34,66.34,81.3,7.7,84530.0,19.43,70.5,10.0,4.01,Other,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,82.96,B-
S00174,22,26.6,13.48,82.51,77.72,84.66,8.5,130703.43,19.23,61.7,5.8,2.85,Female,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Excellent,93.97,A
S00175,23,26.6,10.36,79.83,78.92,89.41,7.1,110744.14,15.97,44.6,11.7,2.51,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Average,90.72,A-
S00176,21,17.4,10.53,59.09,54.77,62.98,6.0,28202.87,13.3,98.5,16.9,4.63,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,71.65,C-
S00177,24,19.2,8.36,72.94,70.66,76.24,7.3,110067.37,16.35,105.1,15.3,3.94,Female,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,83.39,B
S00178,21,30.3,13.59,74.09,72.07,79.57,7.0,114375.38,14.14,102.0,8.4,4.72,Male,Visual,No,Yes,False,High,Associate_Degree,Average,87.8,B+
S00179,21,27.7,13.98,81.99,65.02,86.3,7.9,95382.54,15.73,96.7,9.6,3.9,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,85.89,B
S00180,22,19.6,11.0,69.52,66.52,70.35,6.9,110132.4,17.24,111.4,15.0,4.8,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,82.6,B-
S00181,23,28.3,7.74,70.81,73.64,73.51,7.8,83316.15,13.42,110.9,10.6,4.15,Male,Visual,No,Yes,False,Medium,Some_College_No_Degree,Average,83.19,B
S00182,19,22.3,10.25,65.71,68.0,78.71,7.9,58723.89,16.56,75.4,5.0,4.64,Female,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,81.21,B-
S00183,24,24.2,9.95,81.76,77.38,92.08,6.8,124106.63,15.72,76.2,9.2,3.84,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,92.0,A-
S00184,22,21.0,11.34,75.22,72.56,85.59,7.5,85262.71,19.0,45.0,11.2,3.71,Female,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,85.82,B
S00185,23,21.9,6.71,69.41,69.66,83.92,6.7,79598.63,13.77,51.2,14.3,3.82,Male,Reading/Writing,No,No,False,High,Some_College_No_Degree,Average,84.07,B
S00186,20,16.8,8.18,62.86,50.12,68.21,8.6,94056.65,14.55,112.9,22.1,3.91,Other,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,74.56,C
S00187,21,23.8,7.85,78.19,70.95,90.47,8.2,86900.8,16.51,74.2,5.8,2.81,Male,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Excellent,86.82,B
S00188,24,26.7,8.9,89.36,65.95,85.38,7.4,127279.13,13.26,133.3,11.4,3.51,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Average,87.07,B+
S00189,22,20.4,8.64,71.95,68.6,79.48,8.2,134990.69,19.09,113.5,14.2,2.83,Male,Reading/Writing,No,Yes,False,Medium,Bachelors_Degree,Excellent,86.65,B
S00190,24,27.1,7.37,84.82,72.88,88.55,7.5,114062.2,14.51,130.2,11.8,3.75,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Average,86.22,B
S00191,19,41.4,18.57,91.42,76.45,93.21,6.3,52574.24,15.01,54.3,7.7,3.47,Male,Kinesthetic,Yes,Yes,True,Medium,High_School_Diploma,Average,88.38,B+
S00192,22,10.4,10.8,74.55,58.41,79.69,9.8,114558.33,19.28,97.5,9.9,2.79,Female,Auditory,No,Yes,False,Medium,Associate_Degree,Excellent,82.88,B-
S00193,18,32.6,13.25,81.15,64.37,78.54,8.4,47949.97,15.46,10.0,12.0,2.74,Female,Visual,Yes,Yes,False,High,High_School_Diploma,Excellent,83.62,B
S00194,25,18.1,8.62,75.16,74.93,77.85,6.9,119844.71,17.0,92.1,8.8,3.14,Male,Reading/Writing,Yes,Yes,False,Low,Associate_Degree,Average,88.29,B+
S00195,21,31.9,14.14,80.59,66.0,76.01,6.5,101555.7,12.65,126.8,14.5,4.94,Male,Visual,Yes,Yes,False,High,Associate_Degree,Average,79.14,C+
S00196,22,21.9,9.8,73.33,71.28,81.42,7.6,58427.72,17.17,85.6,11.1,4.22,Male,Reading/Writing,No,Yes,False,Medium,High_School_Diploma,Average,80.57,B-
S00197,25,34.9,10.39,88.53,91.43,102.0,7.1,120018.22,16.41,52.8,10.0,2.3,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Average,96.57,A
S00198,22,28.4,10.82,68.48,77.29,72.97,7.0,76875.24,14.63,83.4,8.4,4.25,Female,Visual,No,Yes,False,High,Some_College_No_Degree,Average,83.93,B
S00199,25,24.0,12.97,79.83,75.12,82.77,7.9,116612.86,16.65,141.6,11.1,3.48,Female,Reading/Writing,Yes,Yes,False,Low,Associate_Degree,Average,84.94,B
S00200,20,25.8,13.54,80.41,64.35,83.03,8.7,97206.11,17.6,78.9,9.4,3.14,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Excellent,85.62,B
S00201,18,28.7,13.71,69.67,62.28,81.82,8.5,61285.53,15.19,42.8,8.9,3.09,Male,Visual,No,Yes,True,High,High_School_Diploma,Excellent,79.89,C+
S00202,23,32.8,13.12,83.16,75.59,85.14,7.0,163373.1,14.81,104.2,15.1,3.86,Male,Visual,Yes,Yes,True,Medium,Masters_Degree,Average,93.8,A
S00203,21,26.5,9.3,74.7,73.96,87.6,8.1,132562.38,18.95,44.4,12.6,2.52,Male,Visual,No,Yes,True,Medium,Bachelors_Degree,Excellent,92.32,A-
S00204,18,12.9,10.35,52.4,54.32,66.53,9.2,89216.0,17.22,62.5,10.7,3.77,Male,Auditory,No,Yes,False,High,Some_College_No_Degree,Excellent,76.45,C
S00205,20,23.2,8.51,55.72,65.6,63.72,8.7,125907.46,15.91,142.6,12.6,4.15,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Excellent,76.99,C
S00206,24,19.1,3.51,70.72,69.03,78.4,6.8,71068.73,14.95,95.1,16.0,4.49,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,79.54,C+
S00207,23,17.7,5.11,73.93,60.71,78.62,8.3,107930.02,14.75,139.8,15.8,3.38,Female,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Excellent,76.71,C
S00208,23,25.6,7.54,75.55,77.06,90.0,7.1,80258.62,17.44,46.8,11.0,2.5,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,88.33,B+
S00209,23,27.4,6.35,76.79,75.54,83.34,7.9,91713.75,14.48,81.9,12.2,2.93,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,85.05,B
S00210,21,28.0,13.2,80.32,73.25,81.22,9.1,96427.66,17.6,92.8,2.5,2.94,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Excellent,87.82,B+
S00211,23,20.8,3.94,70.64,60.91,72.56,6.2,49406.36,14.91,112.6,19.5,3.92,Female,Reading/Writing,No,Yes,False,Medium,High_School_Diploma,Average,74.94,C
S00212,24,33.2,7.37,87.43,80.81,92.6,6.9,78115.8,14.18,60.9,15.2,3.23,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,87.48,B+
S00213,18,28.5,12.81,78.77,61.44,78.28,10.0,44772.5,14.04,57.5,10.8,2.46,Female,Visual,Yes,Yes,False,Medium,High_School_Diploma,Excellent,78.25,C+
S00214,24,17.8,9.12,69.59,66.55,73.37,6.9,108044.17,16.62,110.6,21.0,4.27,Female,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,80.6,B-
S00215,22,18.7,3.5,75.86,64.66,84.09,6.7,69919.63,16.73,59.5,17.4,2.61,Female,Reading/Writing,Yes,Yes,False,Low,High_School_Diploma,Average,79.86,C+
S00216,20,25.6,9.14,66.49,61.5,72.37,7.6,94083.93,15.18,103.9,15.1,4.38,Female,Visual,No,Yes,False,High,Some_College_No_Degree,Average,80.54,B-
S00217,24,23.2,9.48,80.29,75.53,83.4,6.8,114034.31,18.54,51.7,14.5,3.22,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,88.33,B+
S00218,21,37.6,12.83,82.69,79.44,93.31,6.6,152414.05,15.53,73.2,8.4,3.47,Female,Kinesthetic,Yes,Yes,True,Medium,Bachelors_Degree,Average,98.27,A
S00219,20,26.2,5.78,73.22,61.62,78.69,8.2,40500.94,13.22,73.0,10.6,2.65,Male,Visual,No,Yes,False,Medium,High_School_Diploma,Excellent,79.35,C+
S00220,19,29.3,8.12,68.31,67.68,76.02,8.0,37195.54,15.11,39.9,8.7,4.09,Male,Visual,No,No,False,High,High_School_Diploma,Average,81.07,B-
S00221,22,14.8,6.58,72.6,59.43,78.86,7.4,115989.37,16.64,122.0,13.0,4.63,Male,Auditory,No,Yes,False,Medium,Associate_Degree,Average,77.67,C+
S00222,22,27.5,8.21,70.03,77.22,78.15,6.6,113033.19,16.91,107.6,7.6,4.01,Male,Visual,No,Yes,False,Medium,Associate_Degree,Average,88.43,B+
S00223,24,19.7,10.65,72.62,65.92,69.89,7.7,165584.5,16.99,159.7,16.4,4.6,Female,Reading/Writing,No,Yes,False,Medium,Masters_Degree,Average,82.05,B-
S00224,23,33.5,10.81,81.57,82.99,87.05,8.4,139576.29,16.96,109.3,8.4,2.79,Female,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Excellent,94.27,A
S00225,25,34.4,10.49,86.63,91.71,94.2,7.9,154250.73,16.1,104.1,9.3,2.84,Male,Visual,Yes,Yes,True,Low,Bachelors_Degree,Average,97.92,A
S00226,22,48.7,11.46,88.7,87.64,89.66,6.0,45819.76,13.15,76.8,7.0,3.16,Male,Kinesthetic,Yes,Yes,True,Low,High_School_Diploma,Average,89.68,B+
S00227,21,23.9,6.19,67.53,76.91,86.62,7.8,97158.35,17.13,72.2,10.4,4.04,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,85.02,B
S00228,24,38.2,17.22,102.0,84.78,100.85,7.5,199186.61,17.51,112.6,7.2,3.68,Male,Kinesthetic,Yes,Yes,True,Medium,Doctorate,Average,105.0,A
S00229,22,16.8,8.6,62.49,61.76,71.02,7.0,131864.9,15.85,109.6,16.2,4.23,Male,Reading/Writing,No,Yes,False,High,Bachelors_Degree,Average,84.69,B
S00230,22,17.6,7.35,68.96,61.44,73.81,8.3,89417.31,16.02,99.0,12.5,3.39,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,80.69,B-
S00231,22,31.2,13.28,86.11,68.43,87.49,8.2,154517.32,15.3,121.2,9.4,3.37,Female,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Excellent,92.16,A-
S00232,22,30.8,11.85,84.03,81.62,97.77,8.8,147649.81,20.48,95.2,5.4,3.1,Female,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Excellent,96.73,A
S00233,22,21.0,7.46,66.36,69.14,74.61,7.2,100811.21,14.49,67.8,12.5,4.88,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,84.23,B
S00234,21,26.3,14.36,75.01,73.44,78.41,7.0,130629.17,16.38,96.5,3.1,4.08,Male,Visual,Yes,Yes,False,Medium,Bachelors_Degree,Average,92.23,A-
S00235,18,33.1,11.68,62.57,67.74,72.41,6.7,96512.85,14.88,99.6,9.1,4.33,Male,Visual,No,Yes,False,High,Some_College_No_Degree,Average,82.87,B-
S00236,21,25.6,11.38,74.36,72.25,74.02,8.4,78802.43,16.78,62.4,5.7,3.0,Female,Visual,No,Yes,False,Medium,Some_College_No_Degree,Excellent,86.07,B
S00237,22,37.4,17.95,97.28,73.39,94.59,8.6,171758.76,13.25,111.3,9.8,2.6,Female,Kinesthetic,Yes,Yes,True,Medium,Masters_Degree,Excellent,97.13,A
S00238,24,7.7,12.27,70.76,60.57,78.1,7.0,120332.93,16.42,119.7,14.2,4.57,Female,Auditory,No,Yes,False,High,Associate_Degree,Average,80.94,B-
S00239,20,24.9,13.02,73.83,66.74,79.5,7.6,105900.38,17.01,102.9,8.2,3.83,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,86.93,B
S00240,22,23.1,12.63,77.43,65.8,73.86,8.6,74286.53,15.81,118.9,12.3,3.33,Other,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Excellent,79.17,C+
S00241,19,20.9,13.25,69.15,64.16,83.12,8.0,93979.54,15.93,40.2,14.4,3.92,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,81.78,B-
S00242,20,36.3,9.64,78.16,73.49,83.7,7.9,83084.27,15.22,84.1,5.2,4.02,Male,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Average,88.92,B+
S00243,23,14.7,7.53,64.43,67.42,75.11,8.1,97295.79,17.47,75.7,15.0,3.6,Male,Auditory,No,Yes,False,High,Some_College_No_Degree,Excellent,80.47,B-
S00244,23,35.8,8.78,87.57,88.12,97.09,7.8,84643.1,18.58,63.8,0.9,3.02,Male,Kinesthetic,Yes,Yes,True,Low,Some_College_No_Degree,Average,94.75,A
S00245,19,23.0,8.96,68.2,70.19,84.37,8.0,90187.55,16.49,15.1,9.4,3.72,Male,Reading/Writing,No,No,False,High,Some_College_No_Degree,Average,85.94,B
S00246,22,20.8,11.03,76.99,66.22,83.15,8.7,199284.5,19.24,154.8,12.4,3.92,Male,Reading/Writing,Yes,Yes,False,Medium,Doctorate,Excellent,91.13,A-
S00247,22,30.3,10.43,75.71,77.67,89.44,7.0,109454.54,15.61,84.5,3.9,4.1,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,92.78,A-
S00248,23,17.5,7.35,70.14,67.69,78.0,6.7,49968.23,16.4,83.9,12.9,3.75,Male,Reading/Writing,No,Yes,False,Medium,High_School_Diploma,Average,77.89,C+
S00249,20,32.6,12.67,91.13,79.79,98.32,9.1,117996.17,20.02,46.8,-0.0,2.59,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Excellent,98.5,A
S00250,21,31.4,16.77,75.7,80.52,80.15,7.7,152430.33,15.35,103.6,9.6,4.02,Male,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Average,91.54,A-
S00251,19,26.2,10.44,74.21,69.7,85.9,8.5,109097.84,17.97,78.7,8.6,3.14,Female,Visual,No,Yes,True,Medium,Associate_Degree,Excellent,87.96,B+
S00252,22,18.5,8.87,72.57,71.01,87.87,8.4,96647.74,18.28,77.0,13.1,2.83,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Excellent,82.68,B-
S00253,21,20.6,6.01,79.67,72.79,94.26,8.4,67583.77,21.12,32.8,15.9,1.7,Male,Reading/Writing,Yes,Yes,False,Medium,High_School_Diploma,Excellent,82.99,B-
S00254,21,20.5,8.33,66.41,62.29,67.92,8.4,71887.09,12.59,69.2,18.6,3.31,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,75.6,C
S00255,20,29.5,13.13,75.08,70.88,82.4,8.9,101586.74,14.41,102.7,9.4,3.28,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Excellent,86.4,B
S00256,21,18.1,11.84,80.58,60.73,87.05,7.2,51371.2,15.14,68.6,13.6,4.04,Male,Reading/Writing,Yes,Yes,False,Medium,High_School_Diploma,Average,78.16,C+
S00257,21,27.3,11.92,81.85,76.41,91.42,8.0,117855.31,17.82,54.1,12.4,2.69,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Average,90.11,A-
S00258,20,20.5,13.6,69.95,60.13,77.05,7.0,75429.36,15.94,80.3,16.6,4.58,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,78.98,C+
S00259,25,21.4,10.53,85.45,75.43,90.99,7.2,132206.44,18.56,87.9,14.5,2.79,Female,Reading/Writing,Yes,Yes,False,Low,Bachelors_Degree,Average,91.09,A-
S00260,24,13.9,10.27,74.6,72.29,85.32,7.8,130479.56,19.28,87.5,16.0,4.13,Female,Auditory,No,Yes,False,Medium,Bachelors_Degree,Average,86.43,B
S00261,22,30.6,12.17,83.2,72.78,84.72,8.8,101479.28,14.82,113.0,9.0,2.96,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Excellent,87.57,B+
S00262,21,21.8,16.45,82.72,63.94,96.11,7.3,158255.29,12.92,94.5,13.4,3.92,Male,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Average,90.65,A-
S00263,23,26.9,10.79,83.38,72.64,89.75,7.6,122635.17,16.15,126.0,13.8,3.35,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Average,84.99,B
S00264,20,24.5,8.0,62.67,62.55,60.45,8.8,51802.51,14.27,141.3,8.2,4.11,Female,Reading/Writing,No,Yes,False,High,High_School_Diploma,Excellent,70.14,C-
S00265,22,30.7,13.03,83.95,82.08,93.93,7.7,101691.56,17.26,41.4,7.5,3.92,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,93.0,A
S00266,21,24.6,5.81,67.87,67.33,73.0,8.3,67380.16,15.33,125.7,6.8,3.71,Female,Reading/Writing,No,Yes,False,High,High_School_Diploma,Excellent,74.84,C
S00267,22,40.1,9.21,96.43,79.95,101.55,7.7,149102.23,13.74,79.0,12.1,2.85,Female,Kinesthetic,Yes,Yes,True,Low,Bachelors_Degree,Average,97.67,A
S00268,23,28.5,14.11,76.58,71.13,76.98,6.6,59944.28,14.33,69.9,12.0,4.11,Female,Visual,Yes,Yes,False,Medium,High_School_Diploma,Average,82.8,B-
S00269,23,29.5,8.68,81.0,75.2,84.32,6.6,95330.53,15.18,85.5,18.0,2.96,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,84.54,B
S00270,22,35.3,14.87,82.05,81.12,81.82,7.8,101093.68,15.23,55.0,10.9,3.33,Male,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,90.27,A-
S00271,20,27.3,10.0,83.23,65.34,86.29,8.0,99379.71,16.53,101.5,12.7,2.73,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,84.02,B
S00272,20,24.4,13.67,68.22,63.86,72.77,6.1,75163.42,15.36,99.1,12.6,4.47,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,80.39,B-
S00273,19,20.4,12.28,64.75,60.85,71.78,7.9,84110.01,14.31,84.1,12.4,4.18,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,78.31,C+
S00274,22,11.3,9.57,67.58,55.18,74.31,8.6,93267.89,16.71,82.9,14.3,2.98,Male,Auditory,No,Yes,False,High,Some_College_No_Degree,Excellent,79.51,C+
S00275,19,30.9,12.19,74.48,69.48,77.7,7.0,86044.29,14.59,87.8,11.3,4.47,Female,Visual,No,Yes,False,High,Some_College_No_Degree,Average,82.42,B-
S00276,20,19.8,12.3,78.07,57.92,80.47,9.7,120207.8,15.5,130.1,5.3,3.21,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Excellent,83.15,B
S00277,23,22.9,9.8,82.49,70.98,87.58,6.1,110904.77,16.37,130.7,13.0,4.34,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,83.91,B
S00278,19,31.6,11.93,71.24,70.66,76.11,6.6,84671.17,16.11,91.9,7.3,4.36,Female,Visual,No,Yes,False,High,Some_College_No_Degree,Average,84.77,B
S00279,23,28.2,11.34,82.32,67.87,81.93,6.5,123545.68,12.83,132.5,16.4,3.5,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Average,82.78,B-
S00280,20,21.7,10.33,75.44,64.5,85.63,8.9,104063.08,17.29,73.5,8.5,2.71,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Excellent,87.68,B+
S00281,28,26.2,7.47,91.2,81.44,92.28,5.6,98374.21,15.07,107.4,10.9,3.82,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Poor,89.66,B+
S00282,26,17.1,9.94,80.17,73.18,79.4,6.5,100501.66,16.69,107.2,17.1,3.16,Male,Reading/Writing,Yes,Yes,False,Low,Associate_Degree,Average,83.87,B
S00283,19,18.9,12.0,66.82,54.78,65.51,7.8,82109.26,16.75,102.4,13.2,3.89,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,77.16,C+
S00284,22,22.2,7.59,63.18,70.11,68.96,6.7,78402.81,14.09,51.1,13.8,4.07,Male,Reading/Writing,No,No,False,High,Some_College_No_Degree,Average,81.23,B-
S00285,20,37.0,12.65,86.77,70.76,90.79,5.9,78342.44,13.28,106.5,10.0,4.89,Female,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Poor,86.62,B
S00286,19,35.4,11.15,74.45,74.66,80.37,8.3,128425.61,15.88,95.4,14.3,3.15,Female,Kinesthetic,No,Yes,True,Medium,Associate_Degree,Excellent,87.58,B+
S00287,22,32.6,10.84,84.33,76.15,91.5,7.2,71160.4,13.98,79.3,12.8,3.72,Female,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,84.16,B
S00288,22,26.2,12.24,79.67,72.71,83.49,7.9,100512.88,15.59,87.8,7.4,4.66,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,89.14,B+
S00289,19,33.4,10.56,74.34,72.74,79.54,7.9,80539.69,15.1,71.6,9.0,4.39,Female,Visual,No,Yes,False,High,Some_College_No_Degree,Average,85.2,B
S00290,23,16.7,8.15,69.28,74.32,70.06,9.9,89958.17,19.24,98.3,7.7,3.4,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,81.26,B-
S00291,25,21.3,9.27,76.29,79.65,83.73,8.3,141925.03,19.33,84.9,7.9,2.14,Female,Reading/Writing,Yes,Yes,False,Low,Bachelors_Degree,Excellent,93.58,A
S00292,24,16.9,9.95,75.4,62.57,78.24,7.2,98317.26,13.47,116.3,16.4,3.96,Female,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,79.21,C+
S00293,21,26.0,10.41,74.24,65.15,71.36,7.5,97001.8,13.91,94.6,17.0,4.16,Male,Visual,No,Yes,False,Medium,Some_College_No_Degree,Average,79.79,C+
S00294,23,26.2,7.95,79.83,71.9,78.71,6.9,69201.82,14.54,41.2,11.4,3.26,Male,Visual,Yes,No,False,Medium,High_School_Diploma,Average,84.02,B
S00295,21,37.3,11.79,85.83,79.53,92.23,7.5,109237.66,15.74,53.7,19.5,2.18,Male,Kinesthetic,Yes,Yes,True,Low,Associate_Degree,Average,89.27,B+
S00296,20,27.4,15.78,84.56,64.18,90.7,7.6,138509.51,15.69,116.3,9.1,3.96,Female,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Average,90.98,A-
