age;workclass;fnlwgt;education;education_num;marital_status;occupation;relationship;race;sex;capital_gain;capital_loss;hours_per_week;native_country;label
23.0;Private;197552.0;Some-college;10.0;Never-married;Sales;Own-child;White;Female;0.0;0.0;35.0;United-States;<=50K
38.0;Local-gov;331609.0;Some-college;10.0;Widowed;Transport-moving;Not-in-family;Black;Female;0.0;0.0;47.0;United-States;<=50K
36.0;Private;215503.0;HS-grad;9.0;Never-married;Craft-repair;Not-in-family;White;Male;0.0;0.0;65.0;United-States;<=50K
55.0;Private;290124.0;5th-6th;3.0;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0.0;0.0;40.0;Mexico;<=50K
24.0;Private;230229.0;5th-6th;3.0;Never-married;Machine-op-inspct;Other-relative;White;Male;0.0;0.0;40.0;Mexico;<=50K
39.0;Self-emp-not-inc;178948.0;HS-grad;9.0;Married-civ-spouse;Farming-fishing;Wife;White;Female;0.0;0.0;50.0;United-States;<=50K
29.0;Private;385092.0;Some-college;10.0;Divorced;Prof-specialty;Own-child;White;Female;0.0;0.0;36.0;United-States;<=50K
27.0;Private;38606.0;Bachelors;13.0;Never-married;Sales;Not-in-family;White;Male;0.0;1504.0;45.0;United-States;<=50K
42.0;Self-emp-not-inc;27242.0;11th;7.0;Married-civ-spouse;Farming-fishing;Husband;White;Male;0.0;0.0;60.0;United-States;<=50K
52.0;Local-gov;91689.0;Some-college;10.0;Married-civ-spouse;Transport-moving;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
56.0;Self-emp-not-inc;95763.0;HS-grad;9.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;55.0;United-States;<=50K
47.0;Private;341471.0;HS-grad;9.0;Divorced;Priv-house-serv;Not-in-family;White;Female;0.0;0.0;4.0;United-States;<=50K
50.0;Private;81548.0;HS-grad;9.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
43.0;Self-emp-not-inc;260696.0;Masters;14.0;Divorced;Prof-specialty;Not-in-family;White;Female;0.0;0.0;20.0;United-States;<=50K
19.0;Private;111232.0;12th;8.0;Never-married;Transport-moving;Own-child;White;Male;0.0;0.0;15.0;United-States;<=50K
23.0;Private;216811.0;HS-grad;9.0;Never-married;Adm-clerical;Own-child;White;Female;0.0;0.0;16.0;United-States;<=50K
53.0;Local-gov;82783.0;HS-grad;9.0;Divorced;Exec-managerial;Not-in-family;White;Male;0.0;0.0;40.0;United-States;<=50K
22.0;Private;35663.0;HS-grad;9.0;Never-married;Other-service;Not-in-family;White;Female;0.0;0.0;40.0;United-States;<=50K
44.0;Private;85440.0;HS-grad;9.0;Married-civ-spouse;Adm-clerical;Husband;White;Male;0.0;0.0;45.0;United-States;<=50K
21.0;Private;204596.0;Some-college;10.0;Never-married;Other-service;Own-child;White;Female;0.0;0.0;20.0;United-States;<=50K
40.0;Private;219591.0;10th;6.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;50.0;United-States;<=50K
20.0;Private;124751.0;Some-college;10.0;Never-married;Adm-clerical;Own-child;White;Female;0.0;0.0;24.0;United-States;<=50K
20.0;Private;286166.0;HS-grad;9.0;Never-married;Sales;Not-in-family;White;Male;0.0;0.0;48.0;United-States;<=50K
26.0;Private;55929.0;Masters;14.0;Never-married;Exec-managerial;Not-in-family;White;Female;0.0;0.0;48.0;United-States;<=50K
29.0;State-gov;204516.0;Masters;14.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;15.0;United-States;<=50K
28.0;Private;207513.0;HS-grad;9.0;Never-married;Sales;Own-child;White;Male;0.0;0.0;48.0;United-States;<=50K
37.0;Private;161141.0;HS-grad;9.0;Never-married;Handlers-cleaners;Not-in-family;White;Male;0.0;0.0;40.0;United-States;<=50K
65.0;Private;93318.0;Some-college;10.0;Married-civ-spouse;Exec-managerial;Wife;White;Female;0.0;0.0;45.0;United-States;<=50K
38.0;Private;85074.0;Assoc-acdm;12.0;Divorced;Adm-clerical;Unmarried;White;Female;0.0;0.0;40.0;United-States;<=50K
58.0;Private;193568.0;11th;7.0;Widowed;Other-service;Not-in-family;White;Female;0.0;0.0;40.0;United-States;<=50K
64.0;State-gov;105748.0;HS-grad;9.0;Married-civ-spouse;Farming-fishing;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
19.0;Private;389942.0;HS-grad;9.0;Never-married;Sales;Not-in-family;White;Male;0.0;0.0;40.0;United-States;<=50K
19.0;Private;194905.0;Some-college;10.0;Never-married;Other-service;Own-child;White;Female;0.0;0.0;30.0;United-States;<=50K
35.0;Private;168322.0;11th;7.0;Married-civ-spouse;Farming-fishing;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
21.0;Private;334113.0;HS-grad;9.0;Never-married;Machine-op-inspct;Own-child;White;Male;0.0;0.0;40.0;United-States;<=50K
33.0;Private;250782.0;HS-grad;9.0;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0.0;0.0;48.0;United-States;<=50K
24.0;Private;258730.0;HS-grad;9.0;Divorced;Other-service;Own-child;White;Female;0.0;0.0;40.0;Japan;<=50K
29.0;Local-gov;188909.0;Bachelors;13.0;Never-married;Prof-specialty;Own-child;Black;Female;0.0;0.0;42.0;United-States;<=50K
30.0;Private;299223.0;Some-college;10.0;Divorced;Sales;Unmarried;Amer-Indian-Eskimo;Female;0.0;0.0;40.0;United-States;<=50K
24.0;Private;176321.0;Some-college;10.0;Never-married;Adm-clerical;Unmarried;White;Female;0.0;0.0;40.0;United-States;<=50K
29.0;Private;95423.0;HS-grad;9.0;Married-AF-spouse;Transport-moving;Husband;White;Male;0.0;0.0;80.0;United-States;<=50K
52.0;Private;270728.0;7th-8th;4.0;Married-civ-spouse;Other-service;Husband;White;Male;0.0;0.0;48.0;Cuba;<=50K
31.0;Private;172865.0;5th-6th;3.0;Never-married;Farming-fishing;Own-child;White;Male;0.0;0.0;25.0;Mexico;<=50K
37.0;Private;179671.0;9th;5.0;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0.0;0.0;50.0;United-States;<=50K
19.0;Private;64112.0;12th;8.0;Never-married;Adm-clerical;Not-in-family;White;Female;0.0;0.0;40.0;United-States;<=50K
41.0;Private;173858.0;7th-8th;4.0;Married-civ-spouse;Craft-repair;Husband;Asian-Pac-Islander;Male;0.0;0.0;40.0;China;<=50K
40.0;Private;241895.0;Some-college;10.0;Married-civ-spouse;Adm-clerical;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
41.0;Private;289669.0;HS-grad;9.0;Widowed;Machine-op-inspct;Not-in-family;White;Female;0.0;0.0;40.0;United-States;<=50K
27.0;Private;21856.0;Some-college;10.0;Never-married;Craft-repair;Not-in-family;Black;Male;0.0;0.0;40.0;United-States;<=50K
17.0;Private;286960.0;11th;7.0;Never-married;Prof-specialty;Own-child;White;Male;0.0;0.0;40.0;United-States;<=50K
19.0;Private;203319.0;11th;7.0;Never-married;Sales;Own-child;White;Male;0.0;0.0;30.0;United-States;<=50K
18.0;Private;187240.0;11th;7.0;Never-married;Handlers-cleaners;Own-child;White;Male;0.0;0.0;18.0;United-States;<=50K
21.0;Private;118401.0;Some-college;10.0;Never-married;Other-service;Not-in-family;White;Female;0.0;0.0;30.0;United-States;<=50K
51.0;Private;215854.0;Bachelors;13.0;Divorced;Prof-specialty;Not-in-family;White;Female;0.0;0.0;50.0;United-States;<=50K
23.0;Federal-gov;344394.0;Some-college;10.0;Married-civ-spouse;Adm-clerical;Other-relative;White;Female;0.0;0.0;40.0;United-States;<=50K
33.0;Private;131934.0;HS-grad;9.0;Divorced;Exec-managerial;Not-in-family;White;Female;0.0;0.0;45.0;United-States;<=50K
33.0;State-gov;43716.0;Some-college;10.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;4.0;United-States;<=50K
28.0;Private;191935.0;Assoc-acdm;12.0;Never-married;Sales;Own-child;White;Male;0.0;0.0;20.0;United-States;<=50K
28.0;Local-gov;179759.0;Some-college;10.0;Married-spouse-absent;Adm-clerical;Unmarried;White;Female;0.0;0.0;40.0;United-States;<=50K
36.0;Private;94954.0;HS-grad;9.0;Divorced;Transport-moving;Not-in-family;White;Female;0.0;0.0;40.0;United-States;<=50K
66.0;Private;350498.0;Some-college;10.0;Married-civ-spouse;Transport-moving;Husband;White;Male;0.0;1258.0;20.0;United-States;<=50K
41.0;Private;30759.0;7th-8th;4.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;60.0;United-States;<=50K
42.0;Private;210525.0;Masters;14.0;Never-married;Exec-managerial;Not-in-family;White;Male;0.0;0.0;40.0;United-States;<=50K
35.0;Self-emp-not-inc;348771.0;11th;7.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;36.0;United-States;<=50K
36.0;Local-gov;59313.0;Some-college;10.0;Separated;Adm-clerical;Own-child;Black;Male;0.0;0.0;40.0;United-States;<=50K
44.0;Self-emp-inc;359259.0;HS-grad;9.0;Divorced;Craft-repair;Not-in-family;White;Male;0.0;0.0;60.0;Portugal;<=50K
48.0;Self-emp-not-inc;160724.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male;0.0;0.0;40.0;Japan;<=50K
27.0;State-gov;122660.0;Bachelors;13.0;Never-married;Prof-specialty;Own-child;Black;Female;0.0;0.0;40.0;United-States;<=50K
37.0;Private;108366.0;Bachelors;13.0;Never-married;Transport-moving;Not-in-family;White;Male;0.0;0.0;46.0;United-States;<=50K
35.0;Local-gov;268292.0;Some-college;10.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
28.0;Private;472580.0;Some-college;10.0;Never-married;Sales;Own-child;Black;Male;0.0;0.0;40.0;United-States;<=50K
51.0;Private;202752.0;HS-grad;9.0;Never-married;Craft-repair;Not-in-family;Black;Male;0.0;0.0;40.0;United-States;<=50K
40.0;Private;262872.0;Bachelors;13.0;Never-married;Adm-clerical;Not-in-family;White;Female;0.0;0.0;40.0;United-States;<=50K
35.0;Private;215323.0;Assoc-voc;11.0;Divorced;Other-service;Unmarried;White;Female;0.0;0.0;35.0;United-States;<=50K
30.0;Private;39386.0;Some-college;10.0;Married-civ-spouse;Exec-managerial;Husband;Black;Male;0.0;0.0;99.0;United-States;<=50K
36.0;Private;133569.0;1st-4th;2.0;Never-married;Farming-fishing;Not-in-family;White;Male;0.0;0.0;40.0;Mexico;<=50K
24.0;Private;223367.0;11th;7.0;Never-married;Craft-repair;Unmarried;White;Male;0.0;0.0;40.0;United-States;<=50K
50.0;Private;126592.0;HS-grad;9.0;Separated;Craft-repair;Not-in-family;Black;Male;0.0;0.0;40.0;United-States;<=50K
35.0;Private;341102.0;9th;5.0;Never-married;Handlers-cleaners;Not-in-family;Black;Male;0.0;0.0;40.0;United-States;<=50K
22.0;Private;324922.0;HS-grad;9.0;Never-married;Machine-op-inspct;Not-in-family;White;Male;0.0;0.0;50.0;United-States;<=50K
67.0;Private;123393.0;11th;7.0;Married-civ-spouse;Transport-moving;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
26.0;Private;134004.0;Some-college;10.0;Married-civ-spouse;Exec-managerial;Wife;White;Female;0.0;0.0;40.0;United-States;<=50K
35.0;Private;117381.0;Bachelors;13.0;Divorced;Sales;Not-in-family;White;Male;0.0;0.0;40.0;United-States;<=50K
26.0;Private;172063.0;Some-college;10.0;Never-married;Sales;Own-child;White;Female;0.0;0.0;24.0;United-States;<=50K
37.0;Private;121772.0;HS-grad;9.0;Never-married;Craft-repair;Not-in-family;Asian-Pac-Islander;Male;0.0;0.0;40.0;Hong;<=50K
43.0;Private;185129.0;Bachelors;13.0;Divorced;Tech-support;Own-child;White;Male;0.0;0.0;40.0;United-States;<=50K
18.0;Private;391585.0;HS-grad;9.0;Never-married;Machine-op-inspct;Other-relative;White;Female;0.0;0.0;40.0;United-States;<=50K
58.0;Private;216851.0;9th;5.0;Never-married;Handlers-cleaners;Own-child;White;Male;0.0;0.0;40.0;El-Salvador;<=50K
35.0;Private;194960.0;HS-grad;9.0;Never-married;Farming-fishing;Not-in-family;Other;Male;0.0;0.0;40.0;Puerto-Rico;<=50K
40.0;Private;56651.0;HS-grad;9.0;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
32.0;Private;123964.0;Some-college;10.0;Married-civ-spouse;Sales;Husband;White;Male;4386.0;0.0;50.0;United-States;<=50K
54.0;Private;340476.0;HS-grad;9.0;Separated;Sales;Unmarried;White;Female;0.0;0.0;35.0;United-States;<=50K
40.0;Private;56072.0;Masters;14.0;Divorced;Prof-specialty;Not-in-family;White;Male;0.0;0.0;20.0;United-States;<=50K
46.0;Private;220124.0;HS-grad;9.0;Separated;Craft-repair;Not-in-family;White;Male;0.0;0.0;37.0;United-States;<=50K
39.0;Private;176634.0;Assoc-acdm;12.0;Never-married;Tech-support;Not-in-family;White;Female;0.0;0.0;40.0;United-States;<=50K
45.0;Private;217953.0;HS-grad;9.0;Married-civ-spouse;Craft-repair;Husband;Other;Male;0.0;0.0;40.0;Mexico;<=50K
18.0;Federal-gov;101709.0;11th;7.0;Never-married;Other-service;Own-child;Asian-Pac-Islander;Male;0.0;0.0;15.0;Philippines;<=50K
35.0;Private;160910.0;Some-college;10.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;50.0;United-States;<=50K
25.0;Private;231357.0;HS-grad;9.0;Never-married;Adm-clerical;Not-in-family;White;Female;0.0;0.0;40.0;United-States;<=50K
26.0;Private;90915.0;Assoc-acdm;12.0;Never-married;Other-service;Own-child;Black;Female;0.0;0.0;15.0;United-States;<=50K
32.0;Private;42617.0;Some-college;10.0;Divorced;Prof-specialty;Not-in-family;White;Female;0.0;0.0;30.0;United-States;<=50K
29.0;Private;107458.0;HS-grad;9.0;Married-civ-spouse;Transport-moving;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
18.0;Private;279593.0;11th;7.0;Never-married;Prof-specialty;Own-child;White;Female;0.0;0.0;2.0;United-States;<=50K
18.0;Private;194561.0;Some-college;10.0;Never-married;Other-service;Own-child;White;Male;0.0;0.0;12.0;United-States;<=50K
70.0;Self-emp-not-inc;303588.0;Some-college;10.0;Married-civ-spouse;Tech-support;Husband;White;Male;0.0;0.0;20.0;United-States;<=50K
21.0;State-gov;142766.0;Some-college;10.0;Never-married;Exec-managerial;Own-child;White;Male;0.0;0.0;40.0;United-States;<=50K
48.0;Private;349986.0;Assoc-voc;11.0;Married-spouse-absent;Prof-specialty;Not-in-family;White;Male;0.0;0.0;40.0;United-States;<=50K
20.0;Private;117222.0;Some-college;10.0;Never-married;Tech-support;Own-child;White;Male;0.0;0.0;15.0;United-States;<=50K
51.0;State-gov;341548.0;Some-college;10.0;Divorced;Adm-clerical;Not-in-family;White;Female;0.0;0.0;40.0;United-States;<=50K
21.0;Private;512828.0;HS-grad;9.0;Never-married;Protective-serv;Own-child;Black;Male;0.0;0.0;40.0;United-States;<=50K
38.0;Private;111377.0;Some-college;10.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;55.0;United-States;<=50K
37.0;Self-emp-not-inc;272090.0;Some-college;10.0;Married-civ-spouse;Adm-clerical;Wife;White;Female;0.0;0.0;20.0;United-States;<=50K
20.0;Private;279538.0;11th;7.0;Married-civ-spouse;Handlers-cleaners;Other-relative;White;Male;2961.0;0.0;35.0;United-States;<=50K
37.0;Private;29145.0;Assoc-voc;11.0;Never-married;Other-service;Not-in-family;White;Male;0.0;0.0;40.0;United-States;<=50K
47.0;Private;362654.0;HS-grad;9.0;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
62.0;Private;81116.0;Some-college;10.0;Divorced;Adm-clerical;Not-in-family;White;Male;0.0;1974.0;40.0;United-States;<=50K
19.0;Private;45381.0;Some-college;10.0;Never-married;Adm-clerical;Own-child;White;Female;0.0;0.0;8.0;United-States;<=50K
28.0;Private;131298.0;HS-grad;9.0;Never-married;Other-service;Not-in-family;White;Male;0.0;0.0;60.0;United-States;<=50K
43.0;Local-gov;188280.0;Masters;14.0;Divorced;Prof-specialty;Unmarried;White;Female;914.0;0.0;40.0;United-States;<=50K
53.0;Private;142411.0;Assoc-voc;11.0;Divorced;Prof-specialty;Unmarried;White;Female;0.0;0.0;40.0;United-States;<=50K
27.0;Private;167737.0;Some-college;10.0;Never-married;Handlers-cleaners;Not-in-family;White;Male;0.0;0.0;48.0;United-States;<=50K
31.0;Local-gov;236487.0;Bachelors;13.0;Never-married;Prof-specialty;Not-in-family;White;Female;0.0;0.0;40.0;Germany;<=50K
27.0;Private;123302.0;HS-grad;9.0;Married-civ-spouse;Other-service;Husband;White;Male;0.0;0.0;40.0;Poland;<=50K
49.0;Private;452402.0;Some-college;10.0;Separated;Exec-managerial;Unmarried;Black;Female;0.0;0.0;60.0;United-States;<=50K
49.0;Self-emp-not-inc;47086.0;Bachelors;13.0;Widowed;Sales;Unmarried;White;Female;0.0;0.0;40.0;United-States;<=50K
24.0;Private;222853.0;Some-college;10.0;Never-married;Craft-repair;Unmarried;White;Male;0.0;0.0;50.0;United-States;<=50K
46.0;Private;166809.0;HS-grad;9.0;Divorced;Adm-clerical;Unmarried;White;Female;0.0;0.0;40.0;United-States;<=50K
35.0;Private;48779.0;HS-grad;9.0;Married-civ-spouse;Farming-fishing;Husband;White;Male;0.0;0.0;35.0;United-States;<=50K
33.0;Self-emp-not-inc;195891.0;Some-college;10.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;45.0;United-States;<=50K
26.0;Private;211695.0;Bachelors;13.0;Never-married;Prof-specialty;Own-child;White;Male;0.0;0.0;40.0;United-States;<=50K
30.0;Private;310889.0;Some-college;10.0;Never-married;Handlers-cleaners;Not-in-family;White;Male;0.0;0.0;55.0;United-States;<=50K
22.0;Private;199426.0;Some-college;10.0;Never-married;Sales;Not-in-family;White;Female;0.0;0.0;17.0;United-States;<=50K
46.0;Private;72896.0;Some-college;10.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;50.0;United-States;<=50K
40.0;Private;259307.0;Some-college;10.0;Never-married;Exec-managerial;Not-in-family;White;Male;0.0;0.0;50.0;United-States;<=50K
32.0;Private;202729.0;HS-grad;9.0;Married-civ-spouse;Transport-moving;Own-child;White;Male;0.0;0.0;40.0;United-States;<=50K
45.0;Self-emp-not-inc;31478.0;Bachelors;13.0;Married-civ-spouse;Sales;Husband;White;Male;2829.0;0.0;60.0;United-States;<=50K
44.0;Federal-gov;38434.0;Masters;14.0;Never-married;Prof-specialty;Not-in-family;White;Female;0.0;0.0;40.0;United-States;<=50K
29.0;Local-gov;45554.0;Some-college;10.0;Divorced;Adm-clerical;Unmarried;White;Female;0.0;0.0;40.0;United-States;<=50K
29.0;Private;153416.0;Bachelors;13.0;Never-married;Exec-managerial;Not-in-family;White;Female;0.0;0.0;55.0;United-States;<=50K
22.0;Private;254547.0;Some-college;10.0;Never-married;Exec-managerial;Unmarried;Black;Female;0.0;0.0;40.0;Jamaica;<=50K
51.0;Self-emp-inc;213296.0;HS-grad;9.0;Married-civ-spouse;Other-service;Husband;White;Male;0.0;0.0;30.0;United-States;<=50K
30.0;Private;33678.0;HS-grad;9.0;Never-married;Sales;Own-child;White;Male;0.0;0.0;40.0;United-States;<=50K
31.0;Private;47151.0;HS-grad;9.0;Never-married;Other-service;Not-in-family;White;Female;0.0;0.0;56.0;United-States;<=50K
61.0;Self-emp-not-inc;50483.0;7th-8th;4.0;Married-civ-spouse;Farming-fishing;Husband;White;Male;0.0;0.0;56.0;United-States;<=50K
50.0;Private;485710.0;Doctorate;16.0;Divorced;Prof-specialty;Not-in-family;White;Female;0.0;0.0;50.0;United-States;<=50K
28.0;Private;113987.0;HS-grad;9.0;Married-civ-spouse;Machine-op-inspct;Wife;White;Female;0.0;0.0;40.0;United-States;<=50K
